dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,OutputGraph.call_user_compiler,inductor_codecache_torch_key,_recursive_pre_grad_passes,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pad_mm_benchmark,pad_mm_benchmark_get_do_bench,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,mm_template_precompiling,mm_template_autotuning,InductorBenchmarker.benchmark,InductorBenchmarker.benchmark_gpu,CachingAutotuner.synchronize,benchmark_fused_nodes,CachingAutotuner.benchmark_all_configs,CachingAutotuner.coordinate_descent_tuning,bmm_template_precompiling,bmm_template_autotuning,addmm_template_precompiling,addmm_template_autotuning,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,reload_kernel_in_parent,async_compile.wait,build_guards,compile_file,pgo.dynamic_whitelist,gc,cudagraphify.get_container,CUDAGraphNode.record
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",39.032768,38.662987,1.675139,36.903583,0.004712,36.857759,1.190631,32.026271,0.424950,0.040553,0.014506,31.600499,31.579085,0.858249,1.472405,9.714028,19.419334,19.419189,15.662626,12.963426,4.169592,0.012760,1.635172,0.654596,10.540228,0.022983,2.457595,0.661687,6.187709,0.003125,1.293340,0.001141,4.330140,2.611518,0.081505,3.754754,0.046723,1.122593,0.355485,0.000148,0.000131,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",39.032768,38.662987,1.675139,36.903583,0.004712,36.857759,1.190631,32.026271,0.424950,0.040553,0.014506,31.600499,31.579085,0.858249,1.472405,9.714028,19.419334,19.419189,15.662626,12.963426,4.169592,0.012760,1.635172,0.654596,10.540228,0.022983,2.457595,0.661687,6.187709,0.003125,1.293340,0.001141,4.330140,2.611518,0.081505,3.754754,0.046723,1.122593,0.355485,0.000148,0.000131,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",39.032768,38.662987,1.675139,36.903583,0.004712,36.857759,1.190631,32.026271,0.424950,0.040553,0.014506,31.600499,31.579085,0.858249,1.472405,9.714028,19.419334,19.419189,15.662626,12.963426,4.169592,0.012760,1.635172,0.654596,10.540228,0.022983,2.457595,0.661687,6.187709,0.003125,1.293340,0.001141,4.330140,2.611518,0.081505,3.754754,0.046723,1.122593,0.355485,0.000148,0.000131,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",39.032768,38.662987,1.675139,36.903583,0.004712,36.857759,1.190631,32.026271,0.424950,0.040553,0.014506,31.600499,31.579085,0.858249,1.472405,9.714028,19.419334,19.419189,15.662626,12.963426,4.169592,0.012760,1.635172,0.654596,10.540228,0.022983,2.457595,0.661687,6.187709,0.003125,1.293340,0.001141,4.330140,2.611518,0.081505,3.754754,0.046723,1.122593,0.355485,0.000148,0.000131,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",39.032768,38.662987,1.675139,36.903583,0.004712,36.857759,1.190631,32.026271,0.424950,0.040553,0.014506,31.600499,31.579085,0.858249,1.472405,9.714028,19.419334,19.419189,15.662626,12.963426,4.169592,0.012760,1.635172,0.654596,10.540228,0.022983,2.457595,0.661687,6.187709,0.003125,1.293340,0.001141,4.330140,2.611518,0.081505,3.754754,0.046723,1.122593,0.355485,0.000148,0.000131,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",39.032768,38.662987,1.675139,36.903583,0.004712,36.857759,1.190631,32.026271,0.424950,0.040553,0.014506,31.600499,31.579085,0.858249,1.472405,9.714028,19.419334,19.419189,15.662626,12.963426,4.169592,0.012760,1.635172,0.654596,10.540228,0.022983,2.457595,0.661687,6.187709,0.003125,1.293340,0.001141,4.330140,2.611518,0.081505,3.754754,0.046723,1.122593,0.355485,0.000148,0.000131,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",39.032768,38.662987,1.675139,36.903583,0.004712,36.857759,1.190631,32.026271,0.424950,0.040553,0.014506,31.600499,31.579085,0.858249,1.472405,9.714028,19.419334,19.419189,15.662626,12.963426,4.169592,0.012760,1.635172,0.654596,10.540228,0.022983,2.457595,0.661687,6.187709,0.003125,1.293340,0.001141,4.330140,2.611518,0.081505,3.754754,0.046723,1.122593,0.355485,0.000148,0.000131,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",41.046438,40.756055,1.662071,39.023316,0.004721,38.976915,1.176352,34.165184,0.423161,0.039278,0.014746,33.741298,33.720940,0.852371,1.425561,9.830360,21.497125,21.497012,14.722336,12.608369,4.437850,0.005237,1.247995,0.684188,16.087129,0.019589,2.603895,1.326083,15.152431,0.003358,2.079243,0.001016,4.436895,2.035953,0.072004,6.773234,0.047101,2.956066,0.279027,0.000089,0.000741,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",41.046438,40.756055,1.662071,39.023316,0.004721,38.976915,1.176352,34.165184,0.423161,0.039278,0.014746,33.741298,33.720940,0.852371,1.425561,9.830360,21.497125,21.497012,14.722336,12.608369,4.437850,0.005237,1.247995,0.684188,16.087129,0.019589,2.603895,1.326083,15.152431,0.003358,2.079243,0.001016,4.436895,2.035953,0.072004,6.773234,0.047101,2.956066,0.279027,0.000089,0.000741,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",41.046438,40.756055,1.662071,39.023316,0.004721,38.976915,1.176352,34.165184,0.423161,0.039278,0.014746,33.741298,33.720940,0.852371,1.425561,9.830360,21.497125,21.497012,14.722336,12.608369,4.437850,0.005237,1.247995,0.684188,16.087129,0.019589,2.603895,1.326083,15.152431,0.003358,2.079243,0.001016,4.436895,2.035953,0.072004,6.773234,0.047101,2.956066,0.279027,0.000089,0.000741,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",41.046438,40.756055,1.662071,39.023316,0.004721,38.976915,1.176352,34.165184,0.423161,0.039278,0.014746,33.741298,33.720940,0.852371,1.425561,9.830360,21.497125,21.497012,14.722336,12.608369,4.437850,0.005237,1.247995,0.684188,16.087129,0.019589,2.603895,1.326083,15.152431,0.003358,2.079243,0.001016,4.436895,2.035953,0.072004,6.773234,0.047101,2.956066,0.279027,0.000089,0.000741,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",41.046438,40.756055,1.662071,39.023316,0.004721,38.976915,1.176352,34.165184,0.423161,0.039278,0.014746,33.741298,33.720940,0.852371,1.425561,9.830360,21.497125,21.497012,14.722336,12.608369,4.437850,0.005237,1.247995,0.684188,16.087129,0.019589,2.603895,1.326083,15.152431,0.003358,2.079243,0.001016,4.436895,2.035953,0.072004,6.773234,0.047101,2.956066,0.279027,0.000089,0.000741,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",41.046438,40.756055,1.662071,39.023316,0.004721,38.976915,1.176352,34.165184,0.423161,0.039278,0.014746,33.741298,33.720940,0.852371,1.425561,9.830360,21.497125,21.497012,14.722336,12.608369,4.437850,0.005237,1.247995,0.684188,16.087129,0.019589,2.603895,1.326083,15.152431,0.003358,2.079243,0.001016,4.436895,2.035953,0.072004,6.773234,0.047101,2.956066,0.279027,0.000089,0.000741,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",41.046438,40.756055,1.662071,39.023316,0.004721,38.976915,1.176352,34.165184,0.423161,0.039278,0.014746,33.741298,33.720940,0.852371,1.425561,9.830360,21.497125,21.497012,14.722336,12.608369,4.437850,0.005237,1.247995,0.684188,16.087129,0.019589,2.603895,1.326083,15.152431,0.003358,2.079243,0.001016,4.436895,2.035953,0.072004,6.773234,0.047101,2.956066,0.279027,0.000089,0.000741,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",41.046438,40.756055,1.662071,39.023316,0.004721,38.976915,1.176352,34.165184,0.423161,0.039278,0.014746,33.741298,33.720940,0.852371,1.425561,9.830360,21.497125,21.497012,14.722336,12.608369,4.437850,0.005237,1.247995,0.684188,16.087129,0.019589,2.603895,1.326083,15.152431,0.003358,2.079243,0.001016,4.436895,2.035953,0.072004,6.773234,0.047101,2.956066,0.279027,0.000089,0.000741,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",41.046438,40.756055,1.662071,39.023316,0.004721,38.976915,1.176352,34.165184,0.423161,0.039278,0.014746,33.741298,33.720940,0.852371,1.425561,9.830360,21.497125,21.497012,14.722336,12.608369,4.437850,0.005237,1.247995,0.684188,16.087129,0.019589,2.603895,1.326083,15.152431,0.003358,2.079243,0.001016,4.436895,2.035953,0.072004,6.773234,0.047101,2.956066,0.279027,0.000089,0.000741,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",44.312995,44.014622,1.718237,42.219521,0.004742,42.171576,1.209256,36.703542,0.440679,0.041519,0.015136,36.261926,36.239479,0.868015,1.487602,9.870952,23.890435,23.890321,16.771062,14.544243,6.930782,0.005987,1.569187,0.769107,15.260122,0.022576,2.760571,1.978027,11.765552,0.003636,2.238878,0.001238,4.683571,2.142446,0.078306,7.117447,0.050531,3.259874,0.285792,0.000110,0.001029,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",44.312995,44.014622,1.718237,42.219521,0.004742,42.171576,1.209256,36.703542,0.440679,0.041519,0.015136,36.261926,36.239479,0.868015,1.487602,9.870952,23.890435,23.890321,16.771062,14.544243,6.930782,0.005987,1.569187,0.769107,15.260122,0.022576,2.760571,1.978027,11.765552,0.003636,2.238878,0.001238,4.683571,2.142446,0.078306,7.117447,0.050531,3.259874,0.285792,0.000110,0.001029,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",44.312995,44.014622,1.718237,42.219521,0.004742,42.171576,1.209256,36.703542,0.440679,0.041519,0.015136,36.261926,36.239479,0.868015,1.487602,9.870952,23.890435,23.890321,16.771062,14.544243,6.930782,0.005987,1.569187,0.769107,15.260122,0.022576,2.760571,1.978027,11.765552,0.003636,2.238878,0.001238,4.683571,2.142446,0.078306,7.117447,0.050531,3.259874,0.285792,0.000110,0.001029,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",44.312995,44.014622,1.718237,42.219521,0.004742,42.171576,1.209256,36.703542,0.440679,0.041519,0.015136,36.261926,36.239479,0.868015,1.487602,9.870952,23.890435,23.890321,16.771062,14.544243,6.930782,0.005987,1.569187,0.769107,15.260122,0.022576,2.760571,1.978027,11.765552,0.003636,2.238878,0.001238,4.683571,2.142446,0.078306,7.117447,0.050531,3.259874,0.285792,0.000110,0.001029,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",44.312995,44.014622,1.718237,42.219521,0.004742,42.171576,1.209256,36.703542,0.440679,0.041519,0.015136,36.261926,36.239479,0.868015,1.487602,9.870952,23.890435,23.890321,16.771062,14.544243,6.930782,0.005987,1.569187,0.769107,15.260122,0.022576,2.760571,1.978027,11.765552,0.003636,2.238878,0.001238,4.683571,2.142446,0.078306,7.117447,0.050531,3.259874,0.285792,0.000110,0.001029,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",44.312995,44.014622,1.718237,42.219521,0.004742,42.171576,1.209256,36.703542,0.440679,0.041519,0.015136,36.261926,36.239479,0.868015,1.487602,9.870952,23.890435,23.890321,16.771062,14.544243,6.930782,0.005987,1.569187,0.769107,15.260122,0.022576,2.760571,1.978027,11.765552,0.003636,2.238878,0.001238,4.683571,2.142446,0.078306,7.117447,0.050531,3.259874,0.285792,0.000110,0.001029,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",44.312995,44.014622,1.718237,42.219521,0.004742,42.171576,1.209256,36.703542,0.440679,0.041519,0.015136,36.261926,36.239479,0.868015,1.487602,9.870952,23.890435,23.890321,16.771062,14.544243,6.930782,0.005987,1.569187,0.769107,15.260122,0.022576,2.760571,1.978027,11.765552,0.003636,2.238878,0.001238,4.683571,2.142446,0.078306,7.117447,0.050531,3.259874,0.285792,0.000110,0.001029,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",44.312995,44.014622,1.718237,42.219521,0.004742,42.171576,1.209256,36.703542,0.440679,0.041519,0.015136,36.261926,36.239479,0.868015,1.487602,9.870952,23.890435,23.890321,16.771062,14.544243,6.930782,0.005987,1.569187,0.769107,15.260122,0.022576,2.760571,1.978027,11.765552,0.003636,2.238878,0.001238,4.683571,2.142446,0.078306,7.117447,0.050531,3.259874,0.285792,0.000110,0.001029,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",44.312995,44.014622,1.718237,42.219521,0.004742,42.171576,1.209256,36.703542,0.440679,0.041519,0.015136,36.261926,36.239479,0.868015,1.487602,9.870952,23.890435,23.890321,16.771062,14.544243,6.930782,0.005987,1.569187,0.769107,15.260122,0.022576,2.760571,1.978027,11.765552,0.003636,2.238878,0.001238,4.683571,2.142446,0.078306,7.117447,0.050531,3.259874,0.285792,0.000110,0.001029,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",43.086036,42.786922,1.743793,40.960014,0.004837,40.912076,1.213586,35.435819,0.446251,0.043202,0.015501,34.988614,34.965929,0.875774,1.502257,9.718676,22.745237,22.745129,15.718621,13.522197,6.896120,0.005898,1.268196,0.647914,12.932093,0.021269,5.108621,1.219965,7.287604,0.003479,1.564997,0.001124,4.465582,2.112576,0.077905,7.024768,0.051463,3.041922,0.285657,0.000137,0.001159,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",43.086036,42.786922,1.743793,40.960014,0.004837,40.912076,1.213586,35.435819,0.446251,0.043202,0.015501,34.988614,34.965929,0.875774,1.502257,9.718676,22.745237,22.745129,15.718621,13.522197,6.896120,0.005898,1.268196,0.647914,12.932093,0.021269,5.108621,1.219965,7.287604,0.003479,1.564997,0.001124,4.465582,2.112576,0.077905,7.024768,0.051463,3.041922,0.285657,0.000137,0.001159,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",43.086036,42.786922,1.743793,40.960014,0.004837,40.912076,1.213586,35.435819,0.446251,0.043202,0.015501,34.988614,34.965929,0.875774,1.502257,9.718676,22.745237,22.745129,15.718621,13.522197,6.896120,0.005898,1.268196,0.647914,12.932093,0.021269,5.108621,1.219965,7.287604,0.003479,1.564997,0.001124,4.465582,2.112576,0.077905,7.024768,0.051463,3.041922,0.285657,0.000137,0.001159,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",43.086036,42.786922,1.743793,40.960014,0.004837,40.912076,1.213586,35.435819,0.446251,0.043202,0.015501,34.988614,34.965929,0.875774,1.502257,9.718676,22.745237,22.745129,15.718621,13.522197,6.896120,0.005898,1.268196,0.647914,12.932093,0.021269,5.108621,1.219965,7.287604,0.003479,1.564997,0.001124,4.465582,2.112576,0.077905,7.024768,0.051463,3.041922,0.285657,0.000137,0.001159,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",43.086036,42.786922,1.743793,40.960014,0.004837,40.912076,1.213586,35.435819,0.446251,0.043202,0.015501,34.988614,34.965929,0.875774,1.502257,9.718676,22.745237,22.745129,15.718621,13.522197,6.896120,0.005898,1.268196,0.647914,12.932093,0.021269,5.108621,1.219965,7.287604,0.003479,1.564997,0.001124,4.465582,2.112576,0.077905,7.024768,0.051463,3.041922,0.285657,0.000137,0.001159,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",43.086036,42.786922,1.743793,40.960014,0.004837,40.912076,1.213586,35.435819,0.446251,0.043202,0.015501,34.988614,34.965929,0.875774,1.502257,9.718676,22.745237,22.745129,15.718621,13.522197,6.896120,0.005898,1.268196,0.647914,12.932093,0.021269,5.108621,1.219965,7.287604,0.003479,1.564997,0.001124,4.465582,2.112576,0.077905,7.024768,0.051463,3.041922,0.285657,0.000137,0.001159,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",43.086036,42.786922,1.743793,40.960014,0.004837,40.912076,1.213586,35.435819,0.446251,0.043202,0.015501,34.988614,34.965929,0.875774,1.502257,9.718676,22.745237,22.745129,15.718621,13.522197,6.896120,0.005898,1.268196,0.647914,12.932093,0.021269,5.108621,1.219965,7.287604,0.003479,1.564997,0.001124,4.465582,2.112576,0.077905,7.024768,0.051463,3.041922,0.285657,0.000137,0.001159,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",43.086036,42.786922,1.743793,40.960014,0.004837,40.912076,1.213586,35.435819,0.446251,0.043202,0.015501,34.988614,34.965929,0.875774,1.502257,9.718676,22.745237,22.745129,15.718621,13.522197,6.896120,0.005898,1.268196,0.647914,12.932093,0.021269,5.108621,1.219965,7.287604,0.003479,1.564997,0.001124,4.465582,2.112576,0.077905,7.024768,0.051463,3.041922,0.285657,0.000137,0.001159,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",43.086036,42.786922,1.743793,40.960014,0.004837,40.912076,1.213586,35.435819,0.446251,0.043202,0.015501,34.988614,34.965929,0.875774,1.502257,9.718676,22.745237,22.745129,15.718621,13.522197,6.896120,0.005898,1.268196,0.647914,12.932093,0.021269,5.108621,1.219965,7.287604,0.003479,1.564997,0.001124,4.465582,2.112576,0.077905,7.024768,0.051463,3.041922,0.285657,0.000137,0.001159,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",46.030195,45.731133,1.752439,43.895580,0.004971,43.844907,1.225967,38.226716,0.443301,0.041955,0.015634,37.782485,37.759712,0.875745,1.491893,9.945114,25.322080,25.321948,18.213933,16.035809,5.561427,0.005913,1.747152,0.813809,19.243606,0.022492,3.132125,2.625883,5.075694,0.003512,4.747224,0.001136,5.127560,2.095509,0.076236,7.106374,0.051295,3.127246,0.283185,0.000144,0.000357,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",46.030195,45.731133,1.752439,43.895580,0.004971,43.844907,1.225967,38.226716,0.443301,0.041955,0.015634,37.782485,37.759712,0.875745,1.491893,9.945114,25.322080,25.321948,18.213933,16.035809,5.561427,0.005913,1.747152,0.813809,19.243606,0.022492,3.132125,2.625883,5.075694,0.003512,4.747224,0.001136,5.127560,2.095509,0.076236,7.106374,0.051295,3.127246,0.283185,0.000144,0.000357,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",46.030195,45.731133,1.752439,43.895580,0.004971,43.844907,1.225967,38.226716,0.443301,0.041955,0.015634,37.782485,37.759712,0.875745,1.491893,9.945114,25.322080,25.321948,18.213933,16.035809,5.561427,0.005913,1.747152,0.813809,19.243606,0.022492,3.132125,2.625883,5.075694,0.003512,4.747224,0.001136,5.127560,2.095509,0.076236,7.106374,0.051295,3.127246,0.283185,0.000144,0.000357,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",46.030195,45.731133,1.752439,43.895580,0.004971,43.844907,1.225967,38.226716,0.443301,0.041955,0.015634,37.782485,37.759712,0.875745,1.491893,9.945114,25.322080,25.321948,18.213933,16.035809,5.561427,0.005913,1.747152,0.813809,19.243606,0.022492,3.132125,2.625883,5.075694,0.003512,4.747224,0.001136,5.127560,2.095509,0.076236,7.106374,0.051295,3.127246,0.283185,0.000144,0.000357,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",46.030195,45.731133,1.752439,43.895580,0.004971,43.844907,1.225967,38.226716,0.443301,0.041955,0.015634,37.782485,37.759712,0.875745,1.491893,9.945114,25.322080,25.321948,18.213933,16.035809,5.561427,0.005913,1.747152,0.813809,19.243606,0.022492,3.132125,2.625883,5.075694,0.003512,4.747224,0.001136,5.127560,2.095509,0.076236,7.106374,0.051295,3.127246,0.283185,0.000144,0.000357,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",46.030195,45.731133,1.752439,43.895580,0.004971,43.844907,1.225967,38.226716,0.443301,0.041955,0.015634,37.782485,37.759712,0.875745,1.491893,9.945114,25.322080,25.321948,18.213933,16.035809,5.561427,0.005913,1.747152,0.813809,19.243606,0.022492,3.132125,2.625883,5.075694,0.003512,4.747224,0.001136,5.127560,2.095509,0.076236,7.106374,0.051295,3.127246,0.283185,0.000144,0.000357,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",46.030195,45.731133,1.752439,43.895580,0.004971,43.844907,1.225967,38.226716,0.443301,0.041955,0.015634,37.782485,37.759712,0.875745,1.491893,9.945114,25.322080,25.321948,18.213933,16.035809,5.561427,0.005913,1.747152,0.813809,19.243606,0.022492,3.132125,2.625883,5.075694,0.003512,4.747224,0.001136,5.127560,2.095509,0.076236,7.106374,0.051295,3.127246,0.283185,0.000144,0.000357,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",46.030195,45.731133,1.752439,43.895580,0.004971,43.844907,1.225967,38.226716,0.443301,0.041955,0.015634,37.782485,37.759712,0.875745,1.491893,9.945114,25.322080,25.321948,18.213933,16.035809,5.561427,0.005913,1.747152,0.813809,19.243606,0.022492,3.132125,2.625883,5.075694,0.003512,4.747224,0.001136,5.127560,2.095509,0.076236,7.106374,0.051295,3.127246,0.283185,0.000144,0.000357,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",46.030195,45.731133,1.752439,43.895580,0.004971,43.844907,1.225967,38.226716,0.443301,0.041955,0.015634,37.782485,37.759712,0.875745,1.491893,9.945114,25.322080,25.321948,18.213933,16.035809,5.561427,0.005913,1.747152,0.813809,19.243606,0.022492,3.132125,2.625883,5.075694,0.003512,4.747224,0.001136,5.127560,2.095509,0.076236,7.106374,0.051295,3.127246,0.283185,0.000144,0.000357,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",49.264373,48.967453,1.719824,47.170914,0.004716,47.123109,1.195659,41.576413,0.436756,0.040906,0.015138,41.138708,41.116135,0.872881,1.491138,10.173586,28.454319,28.454186,21.027602,16.249104,6.600350,0.005934,2.007863,0.988938,22.977285,0.023362,3.853620,4.417718,9.342197,0.003551,2.909978,0.001155,6.118561,4.697862,0.074347,7.424952,0.051757,3.366541,0.282711,0.000107,0.000938,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",49.264373,48.967453,1.719824,47.170914,0.004716,47.123109,1.195659,41.576413,0.436756,0.040906,0.015138,41.138708,41.116135,0.872881,1.491138,10.173586,28.454319,28.454186,21.027602,16.249104,6.600350,0.005934,2.007863,0.988938,22.977285,0.023362,3.853620,4.417718,9.342197,0.003551,2.909978,0.001155,6.118561,4.697862,0.074347,7.424952,0.051757,3.366541,0.282711,0.000107,0.000938,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",49.264373,48.967453,1.719824,47.170914,0.004716,47.123109,1.195659,41.576413,0.436756,0.040906,0.015138,41.138708,41.116135,0.872881,1.491138,10.173586,28.454319,28.454186,21.027602,16.249104,6.600350,0.005934,2.007863,0.988938,22.977285,0.023362,3.853620,4.417718,9.342197,0.003551,2.909978,0.001155,6.118561,4.697862,0.074347,7.424952,0.051757,3.366541,0.282711,0.000107,0.000938,0,0,0,0
