dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,OutputGraph.call_user_compiler,inductor_codecache_torch_key,_recursive_pre_grad_passes,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pad_mm_benchmark,pad_mm_benchmark_get_do_bench,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,mm_template_precompiling,mm_template_autotuning,InductorBenchmarker.benchmark,InductorBenchmarker.benchmark_gpu,CachingAutotuner.synchronize,benchmark_fused_nodes,CachingAutotuner.benchmark_all_configs,CachingAutotuner.coordinate_descent_tuning,bmm_template_precompiling,bmm_template_autotuning,addmm_template_precompiling,addmm_template_autotuning,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,reload_kernel_in_parent,async_compile.wait,build_guards,compile_file,pgo.dynamic_whitelist,gc,cudagraphify.get_container,CUDAGraphNode.record
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",49.264373,48.967453,1.719824,47.170914,0.004716,47.123109,1.195659,41.576413,0.436756,0.040906,0.015138,41.138708,41.116135,0.872881,1.491138,10.173586,28.454319,28.454186,21.027602,16.249104,6.600350,0.005934,2.007863,0.988938,22.977285,0.023362,3.853620,4.417718,9.342197,0.003551,2.909978,0.001155,6.118561,4.697862,0.074347,7.424952,0.051757,3.366541,0.282711,0.000107,0.000938,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",49.264373,48.967453,1.719824,47.170914,0.004716,47.123109,1.195659,41.576413,0.436756,0.040906,0.015138,41.138708,41.116135,0.872881,1.491138,10.173586,28.454319,28.454186,21.027602,16.249104,6.600350,0.005934,2.007863,0.988938,22.977285,0.023362,3.853620,4.417718,9.342197,0.003551,2.909978,0.001155,6.118561,4.697862,0.074347,7.424952,0.051757,3.366541,0.282711,0.000107,0.000938,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",49.264373,48.967453,1.719824,47.170914,0.004716,47.123109,1.195659,41.576413,0.436756,0.040906,0.015138,41.138708,41.116135,0.872881,1.491138,10.173586,28.454319,28.454186,21.027602,16.249104,6.600350,0.005934,2.007863,0.988938,22.977285,0.023362,3.853620,4.417718,9.342197,0.003551,2.909978,0.001155,6.118561,4.697862,0.074347,7.424952,0.051757,3.366541,0.282711,0.000107,0.000938,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",49.264373,48.967453,1.719824,47.170914,0.004716,47.123109,1.195659,41.576413,0.436756,0.040906,0.015138,41.138708,41.116135,0.872881,1.491138,10.173586,28.454319,28.454186,21.027602,16.249104,6.600350,0.005934,2.007863,0.988938,22.977285,0.023362,3.853620,4.417718,9.342197,0.003551,2.909978,0.001155,6.118561,4.697862,0.074347,7.424952,0.051757,3.366541,0.282711,0.000107,0.000938,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",49.264373,48.967453,1.719824,47.170914,0.004716,47.123109,1.195659,41.576413,0.436756,0.040906,0.015138,41.138708,41.116135,0.872881,1.491138,10.173586,28.454319,28.454186,21.027602,16.249104,6.600350,0.005934,2.007863,0.988938,22.977285,0.023362,3.853620,4.417718,9.342197,0.003551,2.909978,0.001155,6.118561,4.697862,0.074347,7.424952,0.051757,3.366541,0.282711,0.000107,0.000938,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",49.264373,48.967453,1.719824,47.170914,0.004716,47.123109,1.195659,41.576413,0.436756,0.040906,0.015138,41.138708,41.116135,0.872881,1.491138,10.173586,28.454319,28.454186,21.027602,16.249104,6.600350,0.005934,2.007863,0.988938,22.977285,0.023362,3.853620,4.417718,9.342197,0.003551,2.909978,0.001155,6.118561,4.697862,0.074347,7.424952,0.051757,3.366541,0.282711,0.000107,0.000938,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.826196,23.973990,1.704679,22.198689,0.105126,0.007807,22.043688,1.136185,17.591440,0.842171,0.347337,0.014271,16.748511,16.722357,0.792978,1.393206,4.302637,10.119772,10.119632,6.667876,4.739476,3.278806,0.005252,0.617726,0.114073,2.640996,0.012822,1.897169,0.374094,8.670180,0.001470,0.357456,0.000410,0.563101,1.851093,0.070137,3.450249,3.430468,0.033973,4.842626,0.000087,0.000191,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.826196,23.973990,1.704679,22.198689,0.105126,0.007807,22.043688,1.136185,17.591440,0.842171,0.347337,0.014271,16.748511,16.722357,0.792978,1.393206,4.302637,10.119772,10.119632,6.667876,4.739476,3.278806,0.005252,0.617726,0.114073,2.640996,0.012822,1.897169,0.374094,8.670180,0.001470,0.357456,0.000410,0.563101,1.851093,0.070137,3.450249,3.430468,0.033973,4.842626,0.000087,0.000191,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.826196,23.973990,1.704679,22.198689,0.105126,0.007807,22.043688,1.136185,17.591440,0.842171,0.347337,0.014271,16.748511,16.722357,0.792978,1.393206,4.302637,10.119772,10.119632,6.667876,4.739476,3.278806,0.005252,0.617726,0.114073,2.640996,0.012822,1.897169,0.374094,8.670180,0.001470,0.357456,0.000410,0.563101,1.851093,0.070137,3.450249,3.430468,0.033973,4.842626,0.000087,0.000191,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.826196,23.973990,1.704679,22.198689,0.105126,0.007807,22.043688,1.136185,17.591440,0.842171,0.347337,0.014271,16.748511,16.722357,0.792978,1.393206,4.302637,10.119772,10.119632,6.667876,4.739476,3.278806,0.005252,0.617726,0.114073,2.640996,0.012822,1.897169,0.374094,8.670180,0.001470,0.357456,0.000410,0.563101,1.851093,0.070137,3.450249,3.430468,0.033973,4.842626,0.000087,0.000191,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.826196,23.973990,1.704679,22.198689,0.105126,0.007807,22.043688,1.136185,17.591440,0.842171,0.347337,0.014271,16.748511,16.722357,0.792978,1.393206,4.302637,10.119772,10.119632,6.667876,4.739476,3.278806,0.005252,0.617726,0.114073,2.640996,0.012822,1.897169,0.374094,8.670180,0.001470,0.357456,0.000410,0.563101,1.851093,0.070137,3.450249,3.430468,0.033973,4.842626,0.000087,0.000191,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.826196,23.973990,1.704679,22.198689,0.105126,0.007807,22.043688,1.136185,17.591440,0.842171,0.347337,0.014271,16.748511,16.722357,0.792978,1.393206,4.302637,10.119772,10.119632,6.667876,4.739476,3.278806,0.005252,0.617726,0.114073,2.640996,0.012822,1.897169,0.374094,8.670180,0.001470,0.357456,0.000410,0.563101,1.851093,0.070137,3.450249,3.430468,0.033973,4.842626,0.000087,0.000191,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.826196,23.973990,1.704679,22.198689,0.105126,0.007807,22.043688,1.136185,17.591440,0.842171,0.347337,0.014271,16.748511,16.722357,0.792978,1.393206,4.302637,10.119772,10.119632,6.667876,4.739476,3.278806,0.005252,0.617726,0.114073,2.640996,0.012822,1.897169,0.374094,8.670180,0.001470,0.357456,0.000410,0.563101,1.851093,0.070137,3.450249,3.430468,0.033973,4.842626,0.000087,0.000191,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.826196,23.973990,1.704679,22.198689,0.105126,0.007807,22.043688,1.136185,17.591440,0.842171,0.347337,0.014271,16.748511,16.722357,0.792978,1.393206,4.302637,10.119772,10.119632,6.667876,4.739476,3.278806,0.005252,0.617726,0.114073,2.640996,0.012822,1.897169,0.374094,8.670180,0.001470,0.357456,0.000410,0.563101,1.851093,0.070137,3.450249,3.430468,0.033973,4.842626,0.000087,0.000191,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.826196,23.973990,1.704679,22.198689,0.105126,0.007807,22.043688,1.136185,17.591440,0.842171,0.347337,0.014271,16.748511,16.722357,0.792978,1.393206,4.302637,10.119772,10.119632,6.667876,4.739476,3.278806,0.005252,0.617726,0.114073,2.640996,0.012822,1.897169,0.374094,8.670180,0.001470,0.357456,0.000410,0.563101,1.851093,0.070137,3.450249,3.430468,0.033973,4.842626,0.000087,0.000191,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.364281,25.081517,1.749084,23.259518,0.005046,23.211584,1.215750,18.217697,0.444502,0.043017,0.015507,17.772281,17.751892,0.879122,1.473535,3.723229,11.559551,11.559404,7.862460,6.025040,4.144936,0.004656,0.754730,0.151959,4.412344,0.011715,2.898428,0.809410,9.042300,0.001176,0.625088,0.000349,0.743499,1.762168,0.067589,3.695632,3.681574,0.032234,0.271717,0.000084,0.000842,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.364281,25.081517,1.749084,23.259518,0.005046,23.211584,1.215750,18.217697,0.444502,0.043017,0.015507,17.772281,17.751892,0.879122,1.473535,3.723229,11.559551,11.559404,7.862460,6.025040,4.144936,0.004656,0.754730,0.151959,4.412344,0.011715,2.898428,0.809410,9.042300,0.001176,0.625088,0.000349,0.743499,1.762168,0.067589,3.695632,3.681574,0.032234,0.271717,0.000084,0.000842,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.364281,25.081517,1.749084,23.259518,0.005046,23.211584,1.215750,18.217697,0.444502,0.043017,0.015507,17.772281,17.751892,0.879122,1.473535,3.723229,11.559551,11.559404,7.862460,6.025040,4.144936,0.004656,0.754730,0.151959,4.412344,0.011715,2.898428,0.809410,9.042300,0.001176,0.625088,0.000349,0.743499,1.762168,0.067589,3.695632,3.681574,0.032234,0.271717,0.000084,0.000842,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.364281,25.081517,1.749084,23.259518,0.005046,23.211584,1.215750,18.217697,0.444502,0.043017,0.015507,17.772281,17.751892,0.879122,1.473535,3.723229,11.559551,11.559404,7.862460,6.025040,4.144936,0.004656,0.754730,0.151959,4.412344,0.011715,2.898428,0.809410,9.042300,0.001176,0.625088,0.000349,0.743499,1.762168,0.067589,3.695632,3.681574,0.032234,0.271717,0.000084,0.000842,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.364281,25.081517,1.749084,23.259518,0.005046,23.211584,1.215750,18.217697,0.444502,0.043017,0.015507,17.772281,17.751892,0.879122,1.473535,3.723229,11.559551,11.559404,7.862460,6.025040,4.144936,0.004656,0.754730,0.151959,4.412344,0.011715,2.898428,0.809410,9.042300,0.001176,0.625088,0.000349,0.743499,1.762168,0.067589,3.695632,3.681574,0.032234,0.271717,0.000084,0.000842,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.364281,25.081517,1.749084,23.259518,0.005046,23.211584,1.215750,18.217697,0.444502,0.043017,0.015507,17.772281,17.751892,0.879122,1.473535,3.723229,11.559551,11.559404,7.862460,6.025040,4.144936,0.004656,0.754730,0.151959,4.412344,0.011715,2.898428,0.809410,9.042300,0.001176,0.625088,0.000349,0.743499,1.762168,0.067589,3.695632,3.681574,0.032234,0.271717,0.000084,0.000842,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.364281,25.081517,1.749084,23.259518,0.005046,23.211584,1.215750,18.217697,0.444502,0.043017,0.015507,17.772281,17.751892,0.879122,1.473535,3.723229,11.559551,11.559404,7.862460,6.025040,4.144936,0.004656,0.754730,0.151959,4.412344,0.011715,2.898428,0.809410,9.042300,0.001176,0.625088,0.000349,0.743499,1.762168,0.067589,3.695632,3.681574,0.032234,0.271717,0.000084,0.000842,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.364281,25.081517,1.749084,23.259518,0.005046,23.211584,1.215750,18.217697,0.444502,0.043017,0.015507,17.772281,17.751892,0.879122,1.473535,3.723229,11.559551,11.559404,7.862460,6.025040,4.144936,0.004656,0.754730,0.151959,4.412344,0.011715,2.898428,0.809410,9.042300,0.001176,0.625088,0.000349,0.743499,1.762168,0.067589,3.695632,3.681574,0.032234,0.271717,0.000084,0.000842,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",25.364281,25.081517,1.749084,23.259518,0.005046,23.211584,1.215750,18.217697,0.444502,0.043017,0.015507,17.772281,17.751892,0.879122,1.473535,3.723229,11.559551,11.559404,7.862460,6.025040,4.144936,0.004656,0.754730,0.151959,4.412344,0.011715,2.898428,0.809410,9.042300,0.001176,0.625088,0.000349,0.743499,1.762168,0.067589,3.695632,3.681574,0.032234,0.271717,0.000084,0.000842,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.780128,26.499419,1.693759,24.734076,0.004747,24.687870,1.201796,20.028610,0.426505,0.040707,0.014837,19.601365,19.581738,0.857788,1.453748,3.515973,13.641924,13.641788,9.873128,7.929104,3.633758,0.005394,0.972344,0.189196,8.340772,0.013691,2.140421,1.631714,9.491405,0.001332,2.970023,0.000414,0.798013,1.869558,0.066787,3.767355,3.750450,0.033416,0.270151,0.000086,0.000173,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.780128,26.499419,1.693759,24.734076,0.004747,24.687870,1.201796,20.028610,0.426505,0.040707,0.014837,19.601365,19.581738,0.857788,1.453748,3.515973,13.641924,13.641788,9.873128,7.929104,3.633758,0.005394,0.972344,0.189196,8.340772,0.013691,2.140421,1.631714,9.491405,0.001332,2.970023,0.000414,0.798013,1.869558,0.066787,3.767355,3.750450,0.033416,0.270151,0.000086,0.000173,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.780128,26.499419,1.693759,24.734076,0.004747,24.687870,1.201796,20.028610,0.426505,0.040707,0.014837,19.601365,19.581738,0.857788,1.453748,3.515973,13.641924,13.641788,9.873128,7.929104,3.633758,0.005394,0.972344,0.189196,8.340772,0.013691,2.140421,1.631714,9.491405,0.001332,2.970023,0.000414,0.798013,1.869558,0.066787,3.767355,3.750450,0.033416,0.270151,0.000086,0.000173,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.780128,26.499419,1.693759,24.734076,0.004747,24.687870,1.201796,20.028610,0.426505,0.040707,0.014837,19.601365,19.581738,0.857788,1.453748,3.515973,13.641924,13.641788,9.873128,7.929104,3.633758,0.005394,0.972344,0.189196,8.340772,0.013691,2.140421,1.631714,9.491405,0.001332,2.970023,0.000414,0.798013,1.869558,0.066787,3.767355,3.750450,0.033416,0.270151,0.000086,0.000173,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.780128,26.499419,1.693759,24.734076,0.004747,24.687870,1.201796,20.028610,0.426505,0.040707,0.014837,19.601365,19.581738,0.857788,1.453748,3.515973,13.641924,13.641788,9.873128,7.929104,3.633758,0.005394,0.972344,0.189196,8.340772,0.013691,2.140421,1.631714,9.491405,0.001332,2.970023,0.000414,0.798013,1.869558,0.066787,3.767355,3.750450,0.033416,0.270151,0.000086,0.000173,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.780128,26.499419,1.693759,24.734076,0.004747,24.687870,1.201796,20.028610,0.426505,0.040707,0.014837,19.601365,19.581738,0.857788,1.453748,3.515973,13.641924,13.641788,9.873128,7.929104,3.633758,0.005394,0.972344,0.189196,8.340772,0.013691,2.140421,1.631714,9.491405,0.001332,2.970023,0.000414,0.798013,1.869558,0.066787,3.767355,3.750450,0.033416,0.270151,0.000086,0.000173,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.780128,26.499419,1.693759,24.734076,0.004747,24.687870,1.201796,20.028610,0.426505,0.040707,0.014837,19.601365,19.581738,0.857788,1.453748,3.515973,13.641924,13.641788,9.873128,7.929104,3.633758,0.005394,0.972344,0.189196,8.340772,0.013691,2.140421,1.631714,9.491405,0.001332,2.970023,0.000414,0.798013,1.869558,0.066787,3.767355,3.750450,0.033416,0.270151,0.000086,0.000173,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.780128,26.499419,1.693759,24.734076,0.004747,24.687870,1.201796,20.028610,0.426505,0.040707,0.014837,19.601365,19.581738,0.857788,1.453748,3.515973,13.641924,13.641788,9.873128,7.929104,3.633758,0.005394,0.972344,0.189196,8.340772,0.013691,2.140421,1.631714,9.491405,0.001332,2.970023,0.000414,0.798013,1.869558,0.066787,3.767355,3.750450,0.033416,0.270151,0.000086,0.000173,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.780128,26.499419,1.693759,24.734076,0.004747,24.687870,1.201796,20.028610,0.426505,0.040707,0.014837,19.601365,19.581738,0.857788,1.453748,3.515973,13.641924,13.641788,9.873128,7.929104,3.633758,0.005394,0.972344,0.189196,8.340772,0.013691,2.140421,1.631714,9.491405,0.001332,2.970023,0.000414,0.798013,1.869558,0.066787,3.767355,3.750450,0.033416,0.270151,0.000086,0.000173,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.442906,26.142812,1.750077,24.314916,0.005006,24.266835,1.238669,19.098966,0.439980,0.042720,0.015158,18.658045,18.636339,0.873344,1.502544,3.484830,12.655607,12.655482,8.952897,6.030775,4.340711,0.005051,0.780686,0.142591,3.968446,0.012974,2.665556,0.591627,5.668192,0.001231,0.411793,0.000371,0.742672,2.848827,0.067047,3.701259,3.686005,0.032469,0.287273,0.000110,0.000861,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.442906,26.142812,1.750077,24.314916,0.005006,24.266835,1.238669,19.098966,0.439980,0.042720,0.015158,18.658045,18.636339,0.873344,1.502544,3.484830,12.655607,12.655482,8.952897,6.030775,4.340711,0.005051,0.780686,0.142591,3.968446,0.012974,2.665556,0.591627,5.668192,0.001231,0.411793,0.000371,0.742672,2.848827,0.067047,3.701259,3.686005,0.032469,0.287273,0.000110,0.000861,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.442906,26.142812,1.750077,24.314916,0.005006,24.266835,1.238669,19.098966,0.439980,0.042720,0.015158,18.658045,18.636339,0.873344,1.502544,3.484830,12.655607,12.655482,8.952897,6.030775,4.340711,0.005051,0.780686,0.142591,3.968446,0.012974,2.665556,0.591627,5.668192,0.001231,0.411793,0.000371,0.742672,2.848827,0.067047,3.701259,3.686005,0.032469,0.287273,0.000110,0.000861,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.442906,26.142812,1.750077,24.314916,0.005006,24.266835,1.238669,19.098966,0.439980,0.042720,0.015158,18.658045,18.636339,0.873344,1.502544,3.484830,12.655607,12.655482,8.952897,6.030775,4.340711,0.005051,0.780686,0.142591,3.968446,0.012974,2.665556,0.591627,5.668192,0.001231,0.411793,0.000371,0.742672,2.848827,0.067047,3.701259,3.686005,0.032469,0.287273,0.000110,0.000861,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.442906,26.142812,1.750077,24.314916,0.005006,24.266835,1.238669,19.098966,0.439980,0.042720,0.015158,18.658045,18.636339,0.873344,1.502544,3.484830,12.655607,12.655482,8.952897,6.030775,4.340711,0.005051,0.780686,0.142591,3.968446,0.012974,2.665556,0.591627,5.668192,0.001231,0.411793,0.000371,0.742672,2.848827,0.067047,3.701259,3.686005,0.032469,0.287273,0.000110,0.000861,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.442906,26.142812,1.750077,24.314916,0.005006,24.266835,1.238669,19.098966,0.439980,0.042720,0.015158,18.658045,18.636339,0.873344,1.502544,3.484830,12.655607,12.655482,8.952897,6.030775,4.340711,0.005051,0.780686,0.142591,3.968446,0.012974,2.665556,0.591627,5.668192,0.001231,0.411793,0.000371,0.742672,2.848827,0.067047,3.701259,3.686005,0.032469,0.287273,0.000110,0.000861,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.442906,26.142812,1.750077,24.314916,0.005006,24.266835,1.238669,19.098966,0.439980,0.042720,0.015158,18.658045,18.636339,0.873344,1.502544,3.484830,12.655607,12.655482,8.952897,6.030775,4.340711,0.005051,0.780686,0.142591,3.968446,0.012974,2.665556,0.591627,5.668192,0.001231,0.411793,0.000371,0.742672,2.848827,0.067047,3.701259,3.686005,0.032469,0.287273,0.000110,0.000861,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.442906,26.142812,1.750077,24.314916,0.005006,24.266835,1.238669,19.098966,0.439980,0.042720,0.015158,18.658045,18.636339,0.873344,1.502544,3.484830,12.655607,12.655482,8.952897,6.030775,4.340711,0.005051,0.780686,0.142591,3.968446,0.012974,2.665556,0.591627,5.668192,0.001231,0.411793,0.000371,0.742672,2.848827,0.067047,3.701259,3.686005,0.032469,0.287273,0.000110,0.000861,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",26.442906,26.142812,1.750077,24.314916,0.005006,24.266835,1.238669,19.098966,0.439980,0.042720,0.015158,18.658045,18.636339,0.873344,1.502544,3.484830,12.655607,12.655482,8.952897,6.030775,4.340711,0.005051,0.780686,0.142591,3.968446,0.012974,2.665556,0.591627,5.668192,0.001231,0.411793,0.000371,0.742672,2.848827,0.067047,3.701259,3.686005,0.032469,0.287273,0.000110,0.000861,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.112215,27.810422,1.709896,26.019891,0.005031,25.971833,1.207554,20.731901,0.433918,0.041016,0.015126,20.296960,20.275476,0.868694,1.485442,3.631720,14.167101,14.166970,8.814016,7.111219,4.440053,0.005189,1.253616,0.216445,8.525841,0.013394,2.608643,2.048083,6.792099,0.001647,1.216633,0.000426,0.893490,1.630699,0.065600,5.351763,5.337681,0.036632,0.288880,0.000136,0.000246,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.112215,27.810422,1.709896,26.019891,0.005031,25.971833,1.207554,20.731901,0.433918,0.041016,0.015126,20.296960,20.275476,0.868694,1.485442,3.631720,14.167101,14.166970,8.814016,7.111219,4.440053,0.005189,1.253616,0.216445,8.525841,0.013394,2.608643,2.048083,6.792099,0.001647,1.216633,0.000426,0.893490,1.630699,0.065600,5.351763,5.337681,0.036632,0.288880,0.000136,0.000246,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.112215,27.810422,1.709896,26.019891,0.005031,25.971833,1.207554,20.731901,0.433918,0.041016,0.015126,20.296960,20.275476,0.868694,1.485442,3.631720,14.167101,14.166970,8.814016,7.111219,4.440053,0.005189,1.253616,0.216445,8.525841,0.013394,2.608643,2.048083,6.792099,0.001647,1.216633,0.000426,0.893490,1.630699,0.065600,5.351763,5.337681,0.036632,0.288880,0.000136,0.000246,0,0,0,0
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",28.112215,27.810422,1.709896,26.019891,0.005031,25.971833,1.207554,20.731901,0.433918,0.041016,0.015126,20.296960,20.275476,0.868694,1.485442,3.631720,14.167101,14.166970,8.814016,7.111219,4.440053,0.005189,1.253616,0.216445,8.525841,0.013394,2.608643,2.048083,6.792099,0.001647,1.216633,0.000426,0.893490,1.630699,0.065600,5.351763,5.337681,0.036632,0.288880,0.000136,0.000246,0,0,0,0
