,m,k,n,eval_batch_size,init_batch_size,alg_id,sparse_latency (ms),dense_latency (ms),speedup (d/s)
75,768,3072,288,48,48,0,0.21436028135940433,0.2986329263076186,1.3931355399133838
76,768,3072,288,52,52,2,0.25446395203471184,0.3274762942455709,1.2869260719526172
77,768,3072,288,56,56,0,0.26101393112912774,0.34918910078704357,1.3378178677148622
78,768,3072,288,60,60,0,0.26669921772554517,0.36127062421292067,1.3545994896194147
79,768,3072,288,64,64,0,0.3080031368881464,0.38427558029070497,1.247635281163573
80,768,3072,288,68,68,0,0.31288233725354075,0.4064453160390258,1.2990356681900754
81,768,3072,288,72,72,2,0.3187155737541616,0.42939973110333085,1.3472819230181217
82,768,3072,288,76,76,2,0.35978101287037134,0.45263174176216125,1.2580756781771691
83,768,3072,288,80,80,2,0.3671124158427119,0.48013416724279523,1.307866872714289
84,768,3072,288,84,84,2,0.37282099295407534,0.5020500929094851,1.3466250624232643
85,768,3072,288,88,88,2,0.4107346320524812,0.5262093949131668,1.2811420168872707
86,768,3072,288,92,92,0,0.41768200788646936,0.5503763421438634,1.3176922437450596
87,768,3072,288,96,96,2,0.4266114658676088,0.5743038919754326,1.3461989138230466
88,768,3072,288,100,100,0,0.4669709396548569,0.6004201350733638,1.285776231636899
89,768,3072,288,104,104,0,0.4737567421980202,0.6210749051533639,1.3109573961350989
90,768,3072,288,108,108,0,0.4831370380707085,0.6451761745847762,1.3353895970408973
91,768,3072,288,112,112,0,0.5260636699385941,0.6647255853749813,1.2635839031662703
92,768,3072,288,116,116,2,0.5291359648108482,0.6886059837415814,1.3013781514317204
93,768,3072,288,120,120,0,0.5359514849260449,0.7117026206105947,1.3279235912720746
94,768,3072,288,124,124,2,0.5758113809861243,0.7338524702936411,1.2744667690257503
95,768,3072,288,128,128,0,0.5812462889589369,0.7574433693662286,1.3031366973935885
96,768,3072,384,4,4,1,0.052467867825180294,0.044269922422245145,0.8437530293731357
97,768,3072,384,8,8,0,0.05280384039506316,0.07666933396831155,1.4519651107702323
98,768,3072,384,12,12,0,0.06307207928039132,0.08927742438390851,1.4154824987934755
99,768,3072,384,16,16,0,0.10377148189581932,0.1441022518556565,1.388649841199406
100,768,3072,384,20,20,0,0.10973853897303343,0.17061790241859853,1.5547673954409515
101,768,3072,384,24,24,0,0.12007826077751815,0.1999279165174812,1.664980115658979
102,768,3072,384,28,28,0,0.1581398444250226,0.2413974329829216,1.52648077946841
103,768,3072,384,32,32,0,0.16546308738179505,0.2680306159891188,1.6198816317905154
104,768,3072,384,36,36,0,0.1779642382171005,0.29368705675005913,1.6502588367882491
105,768,3072,384,40,40,0,0.21362951211631298,0.3461040938273072,1.6201136743638067
106,768,3072,384,44,44,0,0.2239256459288299,0.36123387701809406,1.6131867143654672
107,768,3072,384,48,48,0,0.23555864626541734,0.38749837316572666,1.6450186792511543
108,768,3072,384,52,52,0,0.26941738091409206,0.4206870421767235,1.5614695709289301
109,768,3072,384,56,56,0,0.2790188807994127,0.4473113068379462,1.6031578420656025
110,768,3072,384,60,60,0,0.2912731650285423,0.47839093627408147,1.6424133552680804
111,768,3072,384,64,64,0,0.32494986383244395,0.5129023278132081,1.5784045014331174
112,768,3072,384,68,68,0,0.3382531669922173,0.5449248040094972,1.610996901684693
113,768,3072,384,72,72,0,0.3454307671636343,0.5740955797955394,1.6619700222695686
114,768,3072,384,76,76,2,0.3820030987262726,0.6110051739960909,1.59947700956717
115,768,3072,384,80,80,0,0.39341477304697037,0.6369270039722323,1.6189707342184343
116,768,3072,384,84,84,0,0.4034484061412513,0.6698539620265365,1.660321250078291
117,768,3072,384,88,88,0,0.43872720282524824,0.6996998377144337,1.594840331779324
118,768,3072,384,92,92,0,0.45248689595609903,0.7307709474116564,1.6150101891183979
119,768,3072,384,96,96,2,0.46880938997492194,0.7581634726375341,1.6172105099645948
120,768,3072,384,100,100,0,0.4968086420558393,0.7882650615647435,1.586657305925338
121,768,3072,384,104,104,0,0.5091665480285883,0.8197802817448974,1.6100434816838538
122,768,3072,384,108,108,0,0.5263863089494407,0.8485729014500976,1.6120725159886384
123,768,3072,384,112,112,0,0.5522520840167999,0.8840825082734227,1.6008676723192379
124,768,3072,384,116,116,0,0.5666460441425443,0.9139540139585733,1.6129187230832605
125,768,3072,384,120,120,0,0.5812059617601335,0.9406590880826116,1.6184608382782315
126,768,3072,384,124,124,0,0.6106571010313928,0.9754093503579497,1.5973110747594592
127,768,3072,384,128,128,0,0.6194441691040993,1.0022980137728152,1.6180602930243686
128,768,3072,480,4,4,1,0.051935755601152774,0.04462725766934455,0.8592781052819416
129,768,3072,480,8,8,0,0.05721165528520942,0.09677905216813087,1.6915967854045042
130,768,3072,480,12,12,0,0.10100030992180109,0.12641062564216554,1.251586512358608
131,768,3072,480,16,16,0,0.11094560148194432,0.17112471139989793,1.5424199708155837
132,768,3072,480,20,20,0,0.15426626079715786,0.21564143197610974,1.3978521995788378
133,768,3072,480,24,24,0,0.16316892602480948,0.2490106257610023,1.5260909771701308
134,768,3072,480,28,28,0,0.20671357912942767,0.2932610441930592,1.4186830174782197
135,768,3072,480,32,32,0,0.2157101733610034,0.3471082472242415,1.6091417563479302
136,768,3072,480,36,36,0,0.2296367771923542,0.36329709319397807,1.5820510008711015
137,768,3072,480,40,40,0,0.2671308070421219,0.4033251367509365,1.5098413440848069
138,768,3072,480,44,44,0,0.2806556192226708,0.44471995206549764,1.5845752645082762
139,768,3072,480,48,48,0,0.3195542199537158,0.4751885458827019,1.4870357398238336
140,768,3072,480,52,52,0,0.3332437900826335,0.5218681497499347,1.5660251301923092
141,768,3072,480,56,56,0,0.37409019004553556,0.5631965529173613,1.5055100826054997
142,768,3072,480,60,60,0,0.38626702362671494,0.5982221667654812,1.5487269949909002
143,768,3072,480,64,64,0,0.43091828003525734,0.6355714239180088,1.4749233285392465
144,768,3072,480,68,68,2,0.439173991791904,0.6794924801215529,1.5472056470127227
145,768,3072,480,72,72,0,0.4557721200399101,0.7112322933971882,1.5604997807564633
146,768,3072,480,76,76,0,0.4968258426524698,0.7511048298329115,1.5118070868111224
147,768,3072,480,80,80,0,0.5089721260592341,0.7874616608023643,1.5471606802898272
148,768,3072,480,84,84,0,0.5505776037462056,0.8261075895279646,1.5004380561559627
149,768,3072,480,88,88,0,0.5586704458110034,0.8655049512162805,1.549222726396159
150,768,3072,480,92,92,0,0.6031675520353019,0.9070034185424447,1.503733772617397
151,768,3072,480,96,96,0,0.61319972993806,0.9403197001665831,1.5334639828715608
152,768,3072,480,100,100,0,0.6553218550980091,0.9793850686401129,1.4945100045437019
153,768,3072,480,104,104,0,0.6664413581602275,1.0200524306856096,1.5305959304529926
154,768,3072,480,108,108,0,0.6809978443197906,1.0554855689406395,1.5499102937615066
155,768,3072,480,112,112,0,0.7155199069529772,1.094576604664326,1.5297640135905537
156,768,3072,480,116,116,0,0.7246838603168726,1.1339648603461683,1.5647717886946386
157,768,3072,480,120,120,0,0.7689883606508374,1.1679648188874123,1.5188328961167878
158,768,3072,480,124,124,0,0.7807075371965766,1.2067726557143033,1.5457422891646126
159,768,3072,480,128,128,0,0.8232211787253618,1.2474496429786086,1.5153274420248795
160,768,3072,576,4,4,3,0.0527160357683897,0.05714565753005445,1.0840279754935764
161,768,3072,576,8,8,3,0.09792722901329398,0.0892896018922329,0.9117954504779412
162,768,3072,576,12,12,0,0.1073207559529692,0.15028883726336065,1.4003706545751615
163,768,3072,576,16,16,0,0.15272987843491137,0.20130048389546573,1.3180163957326374
164,768,3072,576,20,20,0,0.16333244787529114,0.2512053078971803,1.538000018765301
165,768,3072,576,24,24,0,0.2086854660883546,0.2986886356957257,1.4312862380615667
166,768,3072,576,28,28,0,0.22247914411127567,0.3507578312419355,1.576587471347425
167,768,3072,576,32,32,2,0.26643191603943706,0.38561057206243277,1.4473137370124796
168,768,3072,576,36,36,0,0.2830516812391579,0.43279520282521844,1.5290324400494844
169,768,3072,576,40,40,0,0.32215573312714696,0.47750568203628063,1.4822200350158625
170,768,3072,576,44,44,0,0.36926011089235544,0.5273407609201968,1.4281010739173072
171,768,3072,576,48,48,0,0.37893825164064765,0.5742287873290479,1.5153624234103371
172,768,3072,576,52,52,0,0.42756921891123056,0.6204194789752364,1.45103868925617
173,768,3072,576,56,56,0,0.4388168561272323,0.6660287571139634,1.5177829835252552
174,768,3072,576,60,60,0,0.48800551798194647,0.7118624774739146,1.4587180907660344
175,768,3072,576,64,64,0,0.4990872619673609,0.757826310582459,1.5184244686894433
176,768,3072,576,68,68,0,0.5454734838567674,0.8065239991992712,1.4785759951093267
177,768,3072,576,72,72,0,0.5599092310294509,0.8487118920311332,1.5158026426367157
178,768,3072,576,76,76,0,0.5999179417267442,0.8946331078186631,1.4912591299464057
179,768,3072,576,80,80,0,0.6481263763271272,0.9395336313173175,1.4496148677694134
180,768,3072,576,84,84,0,0.6571411057375371,0.9857935877516865,1.5001246751187307
181,768,3072,576,88,88,0,0.698035373352468,1.031626311596483,1.4778997612139213
182,768,3072,576,92,92,0,0.7078009704127908,1.0758249810896812,1.5199540917021606
183,768,3072,576,96,96,0,0.7583571597933769,1.1221086978912354,1.4796572873353853
184,768,3072,576,100,100,0,0.7819361984729767,1.1726984591223297,1.4997367578230332
185,768,3072,576,104,104,0,0.8211906393989921,1.22350484598428,1.4899157239295022
186,768,3072,576,108,108,0,0.8346891170367599,1.2755694636143744,1.5281970707163277
187,768,3072,576,112,112,0,0.8665145421400666,1.3044052966870368,1.505347265685228
188,768,3072,576,116,116,0,0.9024103032425046,1.3501085201278327,1.4961138135022138
189,768,3072,576,120,120,0,0.9365499997511506,1.3970261416397989,1.4916727798953613
190,768,3072,576,124,124,0,0.9672344382852316,1.4420730504207313,1.4909240131868349
191,768,3072,576,128,128,0,0.9700913121923804,1.49850863032043,1.5447088449167126
192,768,3072,672,4,4,0,0.05219983742572368,0.07862931909039617,1.506313486172818
193,768,3072,672,8,8,0,0.10044144093990326,0.12321979086846115,1.2267823889761473
194,768,3072,672,12,12,0,0.11601151735521853,0.17521512275561693,1.5103252396839306
195,768,3072,672,16,16,0,0.16018946818076074,0.24114993400871754,1.5054044235704653
196,768,3072,672,20,20,0,0.20847191102802753,0.2899171309545636,1.3906771877559387
197,768,3072,672,24,24,0,0.2233299962244928,0.35161091666668653,1.5744007639405722
198,768,3072,672,28,28,0,0.2699027266353369,0.3992482298053801,1.4792300721911593
199,768,3072,672,32,32,0,0.317759495228529,0.45023381104692817,1.416901202977822
200,768,3072,672,36,36,0,0.3343361858278513,0.5052904337644577,1.511324394974794
201,768,3072,672,40,40,0,0.3790480918250978,0.5644447319209576,1.489111128889171
202,768,3072,672,44,44,0,0.4280283744446933,0.6148323421366513,1.4364289351945647
203,768,3072,672,48,48,0,0.4429170433431864,0.6637212308123708,1.4985226709781367
204,768,3072,672,52,52,0,0.49381832685321564,0.7168433722108603,1.4516337957297751
205,768,3072,672,56,56,0,0.5400454518385231,0.7746165199205279,1.4343543071855052
206,768,3072,672,60,60,0,0.5547988400794566,0.821956368163228,1.4815394495877283
207,768,3072,672,64,64,2,0.5986107541248202,0.8840524405241013,1.4768402245238674
208,768,3072,672,68,68,0,0.6498734378255904,0.9330576471984386,1.4357528603113145
209,768,3072,672,72,72,2,0.6646477761678398,0.9862213674932717,1.4838255732675871
210,768,3072,672,76,76,0,0.7094060769304633,1.0435341810807586,1.4709969579003856
211,768,3072,672,80,80,0,0.7478196686133742,1.0926974448375404,1.4611777286677243
212,768,3072,672,84,84,0,0.76690130867064,1.1470707086846232,1.4957214125413025
213,768,3072,672,88,88,0,0.8136371895670891,1.2020388315431774,1.4773646619849623
214,768,3072,672,92,92,0,0.866481950506568,1.252338676713407,1.4453142110822472
215,768,3072,672,96,96,0,0.8749484503641725,1.3051055907271802,1.4916371246602782
216,768,3072,672,100,100,0,0.9233267186209559,1.3609763956628738,1.4739922155567793
217,768,3072,672,104,104,0,0.9730633907020092,1.4135004882700741,1.4526293988414414
218,768,3072,672,108,108,2,0.9852317301556467,1.4775446197018027,1.4996924829739098
219,768,3072,672,112,112,0,1.0287041473202407,1.5193691989406943,1.4769739218983697
220,768,3072,672,116,116,0,1.081124129705131,1.582849242258817,1.4640772495666412
221,768,3072,672,120,120,0,1.0906375176273289,1.6399306990206244,1.5036441278751143
222,768,3072,672,124,124,0,1.1385232815518975,1.6992663405835629,1.4925178677658029
223,768,3072,672,128,128,0,1.1875949916429818,1.7572029842995107,1.4796315214065554
224,768,3072,768,4,4,0,0.05279210079461336,0.07774931192398071,1.472745178799815
225,768,3072,768,8,8,0,0.10347803100012241,0.1436893700156361,1.3885978369212117
226,768,3072,768,12,12,0,0.12169932038523255,0.19888160354457796,1.6342047179477182
227,768,3072,768,16,16,0,0.166694083949551,0.26711018895730376,1.6023975334250204
228,768,3072,768,20,20,0,0.2153412322513759,0.3430168251506984,1.5928989611719226
229,768,3072,768,24,24,0,0.23545267013832927,0.3870166251435876,1.6437130439685137
230,768,3072,768,28,28,0,0.2792252227663994,0.4479954317212105,1.6044232225252972
231,768,3072,768,32,32,0,0.3256925130262971,0.5134085877798498,1.5763598094697255
232,768,3072,768,36,36,0,0.34877038234844804,0.5737244039773941,1.644991756794876
233,768,3072,768,40,40,0,0.39214878901839256,0.638970741070807,1.629408936006782
234,768,3072,768,44,44,2,0.4380861148238182,0.701268189586699,1.600754203014909
235,768,3072,768,48,48,0,0.46759388223290443,0.7580009568482637,1.6210668822880578
236,768,3072,768,52,52,0,0.5097715761512518,0.8194826915860176,1.6075488119072234
237,768,3072,768,56,56,0,0.5536316838115454,0.8838042197749019,1.5963757957099622
238,768,3072,768,60,60,0,0.5809669229201972,0.9394034603610635,1.6169654816821677
239,768,3072,768,64,64,0,0.6198881254531443,1.0021384991705418,1.6166441298387009
240,768,3072,768,68,68,0,0.660438098013401,1.0721273301169276,1.6233577883254897
241,768,3072,768,72,72,0,0.6899024872109294,1.1216026986949146,1.6257409119210757
242,768,3072,768,76,76,0,0.7281648786738515,1.1840813281014562,1.6261170550520494
243,768,3072,768,80,80,0,0.7671625725924969,1.250029115471989,1.6294187961330358
244,768,3072,768,84,84,0,0.8024543104693294,1.3039046223275363,1.6248957795054089
245,768,3072,768,88,88,0,0.839180420152843,1.3670200784690678,1.6289942491986258
246,768,3072,768,92,92,0,0.8822772931307554,1.4304971136152744,1.6213690692856488
247,768,3072,768,96,96,0,0.9101065527647734,1.4900014316663146,1.6371725125370251
248,768,3072,768,100,100,0,0.9402357088401914,1.566874876152724,1.666470291886181
249,768,3072,768,104,104,0,0.9896146738901734,1.6366356704384089,1.6538110373856896
250,768,3072,768,108,108,0,1.02511215955019,1.6821033507585526,1.6408968863432898
251,768,3072,768,112,112,0,1.0585219552740455,1.7527168896049263,1.6558153384273997
252,768,3072,768,116,116,0,1.0979048325680196,1.818136521615088,1.6560055732357362
253,768,3072,768,120,120,0,1.1325427726842463,1.8769098981283605,1.6572529915844902
254,768,3072,768,124,124,0,1.1585980141535401,1.9419123348779976,1.6760880919485597
255,768,3072,768,128,128,0,1.2060781219042838,2.005136259831488,1.662526020010683
256,768,3072,864,4,4,0,0.055468310602009296,0.09766647173091769,1.7607616073199788
257,768,3072,864,8,8,0,0.10790888313204049,0.15203401842154562,1.4089110554087778
258,768,3072,864,12,12,0,0.15689832158386707,0.22778354911133647,1.4517908592768407
259,768,3072,864,16,16,0,0.20878540398553014,0.29631501203402877,1.4192324098219284
260,768,3072,864,20,20,0,0.22757321828976274,0.3643736457452178,1.6011270943194678
261,768,3072,864,24,24,0,0.27652011485770345,0.43149829283356667,1.560458967173562
262,768,3072,864,28,28,0,0.32720735389739275,0.5035796910524368,1.5390231455811099
263,768,3072,864,32,32,2,0.3746569100767374,0.5749324792996049,1.5345572544807646
264,768,3072,864,36,36,0,0.3982034968212247,0.6471786415204405,1.6252460028270277
265,768,3072,864,40,40,2,0.44974921364337206,0.7113679172471166,1.581699079547907
266,768,3072,864,44,44,2,0.4983240352012217,0.781490202061832,1.5682370242211348
267,768,3072,864,48,48,0,0.5479883830994368,0.8492100425064564,1.5496862136078542
268,768,3072,864,52,52,0,0.5991227058693767,0.917722238227725,1.5317767616502433
269,768,3072,864,56,56,0,0.6206299029290676,0.9856932796537877,1.5882142884218127
270,768,3072,864,60,60,0,0.6697239219211042,1.053762638475746,1.5734283993515208
271,768,3072,864,64,64,0,0.7091565197333694,1.1264075594954193,1.5883765123091995
272,768,3072,864,68,68,0,0.7603624183684587,1.1914880177937448,1.5670001423142008
273,768,3072,864,72,72,0,0.7921404810622334,1.2587303621694446,1.5890241595550452
274,768,3072,864,76,76,0,0.8283715322613716,1.3285476551391184,1.6038065087923965
275,768,3072,864,80,80,0,0.8808422414585948,1.3961669313721359,1.5850363046397615
276,768,3072,864,84,84,0,0.9293050784617662,1.4727806788869202,1.5848193591331092
277,768,3072,864,88,88,0,0.9778764192014933,1.5558689855970442,1.5910691320970023
278,768,3072,864,92,92,2,1.009730484802276,1.6136536956764758,1.5981033750728633
279,768,3072,864,96,96,0,1.046709951478988,1.6885779262520373,1.613224297587023
280,768,3072,864,100,100,0,1.1028026253916323,1.762087803799659,1.5978269939046421
281,768,3072,864,104,104,0,1.1541264411062002,1.8228909303434193,1.579455131966499
282,768,3072,864,108,108,0,1.1803688993677497,1.9118200498633087,1.619680127871339
283,768,3072,864,112,112,0,1.2272362993098795,1.967609296552837,1.6032847933680716
284,768,3072,864,116,116,0,1.2644609552808106,2.0302168978378177,1.605598725179259
285,768,3072,864,120,120,0,1.3178563304245472,2.111208247952163,1.6020018261566025
286,768,3072,864,124,124,0,1.3710996392183004,2.1808558190241456,1.5905888650568885
287,768,3072,864,128,128,0,1.3911712495610118,2.250573472119868,1.6177544445588876
288,768,3072,960,4,4,0,0.057374525070190426,0.09685447486117482,1.6881093959851643
289,768,3072,960,8,8,0,0.11067758547142148,0.1711009913124144,1.5459407664490035
290,768,3072,960,12,12,0,0.16317525645717976,0.25119568686932325,1.5394226571063592
291,768,3072,960,16,16,2,0.2153760646469891,0.345591860357672,1.6045973396538389
292,768,3072,960,20,20,0,0.2692739902995527,0.4032001099549234,1.4973600291152709
293,768,3072,960,24,24,0,0.32139972876757383,0.4778368938714266,1.4867370787888348
294,768,3072,960,28,28,0,0.3733898773789406,0.5645880750380456,1.5120604741650898
295,768,3072,960,32,32,2,0.42943942407146096,0.6390986992046237,1.4882161799338536
296,768,3072,960,36,36,2,0.45501899207010865,0.7144311210140586,1.5701127501596244
297,768,3072,960,40,40,0,0.505569995380938,0.792753635905683,1.5680393281811695
298,768,3072,960,44,44,0,0.5601813327521086,0.8669042587280273,1.5475422118566913
299,768,3072,960,48,48,0,0.6098836893215775,0.9398585464805365,1.5410455516953019
300,768,3072,960,52,52,0,0.6627732161432505,1.020385092124343,1.539568991731553
301,768,3072,960,56,56,0,0.7059229770675302,1.0958071891218424,1.5523041815042309
302,768,3072,960,60,60,0,0.7623596535995603,1.1681857821531594,1.5323289691911803
303,768,3072,960,64,64,0,0.8124426333233714,1.2473987066186965,1.5353683515057515
304,768,3072,960,68,68,0,0.8660659287124872,1.3205628260038793,1.5247832552044362
305,768,3072,960,72,72,0,0.894867810420692,1.402500458061695,1.567271100524173
306,768,3072,960,76,76,0,0.9374852804467082,1.4869872969575229,1.5861446872520268
307,768,3072,960,80,80,0,0.9875272819772363,1.5730019938200712,1.5928694047526384
308,768,3072,960,84,84,0,1.042183714453131,1.6410590941086411,1.5746351351975985
309,768,3072,960,88,88,0,1.0926228458993137,1.7267777607776225,1.580396902058505
310,768,3072,960,92,92,0,1.14604196511209,1.8021075241267681,1.5724620729316057
311,768,3072,960,96,96,0,1.1980039114132524,1.878227493725717,1.5677974636243246
312,768,3072,960,100,100,0,1.247377519030124,1.9556752149946988,1.5678294543221356
313,768,3072,960,104,104,0,1.3008664455264807,2.0268452912569046,1.5580733120044534
314,768,3072,960,108,108,0,1.3261865382082763,2.1013238886371255,1.5844859136302853
315,768,3072,960,112,112,0,1.3706913497298956,2.1980792796239257,1.6036281837315693
316,768,3072,960,116,116,0,1.4195981132797897,2.2850508196279407,1.6096462782333791
317,768,3072,960,120,120,0,1.4684938499704006,2.356380890123546,1.6046242823359744
318,768,3072,960,124,124,0,1.5220797737129033,2.4446650268509984,1.6061346251829995
319,768,3072,960,128,128,0,1.5762591501697898,2.5147374998778105,1.5953832842822393
320,768,3072,1056,4,4,0,0.061095227394253014,0.09956617280840874,1.629688226969011
321,768,3072,1056,8,8,0,0.11680993367917836,0.19162649242207405,1.640498255468421
322,768,3072,1056,12,12,0,0.17281901277601716,0.272342458833009,1.5758825053929664
323,768,3072,1056,16,16,0,0.22801546100527048,0.3592603378929198,1.5755963929332653
324,768,3072,1056,20,20,0,0.2823925190605223,0.44573389925062656,1.578419643457683
325,768,3072,1056,24,24,0,0.33684148686006665,0.5268755713477731,1.564164724063969
326,768,3072,1056,28,28,2,0.3907862729392946,0.6161652840673923,1.576732159584092
327,768,3072,1056,32,32,2,0.4527787808328867,0.6998400576412678,1.545655598864222
328,768,3072,1056,36,36,2,0.5106599009595811,0.7807364733889699,1.5288775796217557
329,768,3072,1056,40,40,0,0.5634837127290666,0.8653044840320945,1.5356335320523256
330,768,3072,1056,44,44,0,0.6194129260256886,0.9554598107933998,1.5425248176912836
