,m,k,n,eval_batch_size,init_batch_size,alg_id,sparse_latency (ms),dense_latency (ms),speedup (d/s)
331,768,3072,1056,48,48,0,0.6744402847252786,1.0316169844008982,1.529589806191825
332,768,3072,1056,52,52,0,0.7192888110876083,1.1158918449655175,1.5513821816277407
333,768,3072,1056,56,56,0,0.7797464309260249,1.202018519397825,1.5415505242778873
334,768,3072,1056,60,60,0,0.8362313499674201,1.284417477436364,1.5359594895436595
335,768,3072,1056,64,64,0,0.8887470327317715,1.3675400917418303,1.5387281660321008
336,768,3072,1056,68,68,0,0.9458310110494494,1.45391441648826,1.5371820119061916
337,768,3072,1056,72,72,0,0.9980058111250402,1.548762444872409,1.5518571411187552
338,768,3072,1056,76,76,0,1.054621816147119,1.6357133607380092,1.5509951867995762
339,768,3072,1056,80,80,0,1.1072724009864032,1.7286662338301537,1.5611932820597603
340,768,3072,1056,84,84,0,1.1647673789411783,1.8079083343036473,1.552162575111874
341,768,3072,1056,88,88,0,1.2220093398354948,1.8993052165023983,1.5542477087434372
342,768,3072,1056,92,92,0,1.273452560417354,1.980731904041022,1.555402977392317
343,768,3072,1056,96,96,0,1.3224073639139533,2.057849778793752,1.5561390800963906
344,768,3072,1056,100,100,0,1.3810459291562438,2.1579307690262794,1.5625336735503628
345,768,3072,1056,104,104,0,1.435404228977859,2.2418515291064978,1.5618259190325112
346,768,3072,1056,108,108,0,1.4908434683457015,2.327272891998291,1.5610444298224846
347,768,3072,1056,112,112,0,1.540112174116075,2.436262620612979,1.5818734904885978
348,768,3072,1056,116,116,0,1.6009831242263317,2.510725697502494,1.568239951758262
349,768,3072,1056,120,120,0,1.6520232358016074,2.5932512897998095,1.5697426244380228
350,768,3072,1056,124,124,0,1.6980353859253225,2.6885606069117785,1.5833360300949688
351,768,3072,1056,128,128,0,1.7472834838554263,2.752152248285711,1.575103452711071
352,768,3072,1152,4,4,0,0.06307069328613579,0.0892733782529831,1.4154494520612346
353,768,3072,1152,8,8,0,0.12137137725949287,0.19889184040948749,1.6387046509677095
354,768,3072,1152,12,12,2,0.17725125304423273,0.29382277512922883,1.6576626121560105
355,768,3072,1152,16,16,0,0.23295789677649736,0.38667323999106884,1.6598417368184253
356,768,3072,1152,20,20,0,0.29162155697122216,0.48072193190455437,1.6484444322200538
357,768,3072,1152,24,24,0,0.347793810069561,0.5743124568834901,1.6513015478010489
358,768,3072,1152,28,28,0,0.4033590070903301,0.6677205301821232,1.655400073990639
359,768,3072,1152,32,32,0,0.4698368380777538,0.7572254817932844,1.6116775451054999
360,768,3072,1152,36,36,0,0.5237758210860193,0.8517541689798236,1.626180771792329
361,768,3072,1152,40,40,0,0.580531062092632,0.940090143121779,1.6193623468364455
362,768,3072,1152,44,44,0,0.6337196240201592,1.0345944762229917,1.6325744651235234
363,768,3072,1152,48,48,0,0.683785961009562,1.1224568751640618,1.6415324957927375
364,768,3072,1152,52,52,0,0.7453951006755233,1.2126622162759306,1.6268717290695107
365,768,3072,1152,56,56,0,0.8022878132760525,1.304396316409111,1.6258458558441198
366,768,3072,1152,60,60,0,0.8576528495177627,1.3944371696561575,1.625875982852754
367,768,3072,1152,64,64,0,0.9079231088981032,1.5006267419084904,1.6528125864421706
368,768,3072,1152,68,68,2,0.9674602560698986,1.60230134613812,1.6561934571319012
369,768,3072,1152,72,72,0,1.0228410735726357,1.680613828357309,1.6430840252505392
370,768,3072,1152,76,76,2,1.0789501061663032,1.786422359291464,1.655704326902504
371,768,3072,1152,80,80,0,1.1309838248416781,1.876496004406363,1.6591713897137708
372,768,3072,1152,84,84,2,1.180002223700285,1.9808952091261747,1.678721589959743
373,768,3072,1152,88,88,0,1.2405069242231548,2.0532911363989115,1.6552032852898004
374,768,3072,1152,92,92,0,1.2956814002245665,2.1577813429757953,1.6653641416800538
375,768,3072,1152,96,96,0,1.350767354015261,2.2460236912593246,1.6627761135793255
376,768,3072,1152,100,100,2,1.4103572838939726,2.352615538984537,1.6680989745300605
377,768,3072,1152,104,104,0,1.4582464843988419,2.4418400693684816,1.6745043416820742
378,768,3072,1152,108,108,0,1.5252263215370476,2.5402441574260592,1.6654867028954279
379,768,3072,1152,112,112,0,1.5715757431462407,2.6333230501040816,1.6755941045719245
380,768,3072,1152,116,116,0,1.6336505371145904,2.7270109485834837,1.669274356191272
381,768,3072,1152,120,120,0,1.6822235309518876,2.8138979198411107,1.6727253352881493
382,768,3072,1152,124,124,0,1.7431322881020606,2.8898693388327956,1.6578600250582896
383,768,3072,1152,128,128,0,1.7895897617563605,2.9794423887506127,1.664874516172071
384,768,3072,1248,4,4,0,0.09917638590559363,0.12017203588038684,1.2117000915397245
385,768,3072,1248,8,8,0,0.15522117679938674,0.2213702849112451,1.4261603311856845
386,768,3072,1248,12,12,0,0.21314656781032681,0.32914560521021485,1.544221934190901
387,768,3072,1248,16,16,0,0.27173194801434875,0.42154960008338094,1.5513435323443128
388,768,3072,1248,20,20,0,0.3291979501955211,0.5188654926605523,1.5761504357860723
389,768,3072,1248,24,24,0,0.388902073726058,0.6203775992617011,1.5952026002789947
390,768,3072,1248,28,28,0,0.45279628224670887,0.7251938199624419,1.6015896075032605
391,768,3072,1248,32,32,0,0.5132779078558087,0.8199634589254856,1.5975038987180248
392,768,3072,1248,36,36,0,0.5762155423872173,0.9181055799126625,1.593337062914028
393,768,3072,1248,40,40,0,0.6547123868949711,1.0235206177458167,1.5633133544333104
394,768,3072,1248,44,44,0,0.7065301388502121,1.115598126780242,1.5789816533456533
395,768,3072,1248,48,48,0,0.7579925004392862,1.21296996017918,1.6002400544546502
396,768,3072,1248,52,52,0,0.8256600610911846,1.31579399574548,1.593626793582021
397,768,3072,1248,56,56,0,0.8836328191682696,1.41445551533252,1.6007276830934072
398,768,3072,1248,60,60,0,0.9364619432017207,1.5244256751611829,1.627856514861929
399,768,3072,1248,64,64,2,1.003054908942431,1.6286616050638258,1.6237013453042186
400,768,3072,1248,68,68,0,1.0617784643545745,1.7285818979144096,1.6280061763780134
401,768,3072,1248,72,72,0,1.1206601653248072,1.8377163051627576,1.6398515464588876
402,768,3072,1248,76,76,0,1.1988230212591588,1.9410301512107253,1.6191131774997152
403,768,3072,1248,80,80,0,1.2582202954217792,2.025496270507574,1.6098105219552112
404,768,3072,1248,84,84,0,1.3098904467187824,2.132707731798291,1.6281573296000669
405,768,3072,1248,88,88,0,1.364965746179223,2.2498408798128366,1.648276439251705
406,768,3072,1248,92,92,0,1.428979835473001,2.3695247899740934,1.658193300670171
407,768,3072,1248,96,96,0,1.4891808410175145,2.4549267813563347,1.6485081688795793
408,768,3072,1248,100,100,0,1.5430116071365774,2.547323643229902,1.650877823244028
409,768,3072,1248,104,104,0,1.60666884155944,2.658881889656186,1.6549035002604915
410,768,3072,1248,108,108,0,1.6879247804172337,2.7459893422201276,1.6268434316968516
411,768,3072,1248,112,112,0,1.7322568758390844,2.8478578478097916,1.644015900603843
412,768,3072,1248,116,116,0,1.8077272339724004,2.9249322367832065,1.6180163587820702
413,768,3072,1248,120,120,0,1.8684404669329524,3.025526897981763,1.6192792607131707
414,768,3072,1248,124,124,0,1.9277943903580308,3.120944523252547,1.6189198074556714
415,768,3072,1248,128,128,0,1.9754170440137386,3.228640593588352,1.634409606504285
416,768,3072,1344,4,4,2,0.09971131524071097,0.12344672181643547,1.2380412545800379
417,768,3072,1344,8,8,2,0.15898747160099444,0.24226189171895385,1.523779762514561
418,768,3072,1344,12,12,0,0.21812691632658243,0.3553620525635779,1.6291526903150517
419,768,3072,1344,16,16,0,0.28044781601056457,0.4505350231193006,1.6064843346910882
420,768,3072,1344,20,20,0,0.3719636211171746,0.5640855808742344,1.5165073917175849
421,768,3072,1344,24,24,0,0.4347264659591019,0.6692819809541106,1.53954735531808
422,768,3072,1344,28,28,2,0.4982556249015033,0.7746846508234739,1.5547935880836588
423,768,3072,1344,32,32,0,0.5588518069125712,0.8832706697285175,1.5805096428125167
424,768,3072,1344,36,36,0,0.6263943845406175,0.986642250791192,1.5751134990055373
425,768,3072,1344,40,40,0,0.70286407135427,1.0934641235508025,1.5557263034428963
426,768,3072,1344,44,44,0,0.7617531111463904,1.2049612053669991,1.5818264313402124
427,768,3072,1344,48,48,0,0.8220174303278327,1.304317438043654,1.5867272273332123
428,768,3072,1344,52,52,0,0.8837411180138588,1.4113826630637052,1.597054424983281
429,768,3072,1344,56,56,0,0.9701883932575583,1.5419527096673848,1.5893332886513298
430,768,3072,1344,60,60,0,1.0323998681269586,1.6348330490291119,1.5835269835854624
431,768,3072,1344,64,64,0,1.0926542500965297,1.756383366882801,1.6074466069460078
432,768,3072,1344,68,68,0,1.1576604144647715,1.8744044587947428,1.61913151333014
433,768,3072,1344,72,72,0,1.2263563531450927,1.966243018396199,1.603321101043433
434,768,3072,1344,76,76,0,1.3000596617348492,2.073382278904319,1.5948362524666893
435,768,3072,1344,80,80,0,1.3597616297192872,2.186947101727128,1.6083312353641035
436,768,3072,1344,84,84,0,1.4271716237999497,2.3002624232321978,1.611763003742731
437,768,3072,1344,88,88,0,1.4905573916621506,2.4213723139837384,1.6244743929541803
438,768,3072,1344,92,92,0,1.5678742621093988,2.5485838670283556,1.6255027132083424
439,768,3072,1344,96,96,0,1.6412558709271252,2.617405611090362,1.5947578055649676
440,768,3072,1344,100,100,0,1.6953276144340634,2.7450358867645264,1.619177239486468
441,768,3072,1344,104,104,0,1.7555168480612335,2.8498213039711118,1.6233517252303284
442,768,3072,1344,108,108,0,1.836109443102032,2.9317101323977113,1.596696832757805
443,768,3072,1344,112,112,0,1.9089017948135731,3.0446207616478205,1.5949593477883253
444,768,3072,1344,116,116,0,1.9622428994625807,3.144407528452575,1.6024558067269683
445,768,3072,1344,120,120,0,2.022904045879841,3.290649661794305,1.6266958724495857
446,768,3072,1344,124,124,0,2.0859941001981497,3.3928080182522535,1.6264705724383253
447,768,3072,1344,128,128,0,2.1738601522520185,3.481872519478202,1.601700328271413
448,768,3072,1440,4,4,0,0.10150562482886018,0.12601418583653867,1.2414502747901928
449,768,3072,1440,8,8,2,0.16349025629460812,0.24973079189658165,1.5274964854576336
450,768,3072,1440,12,12,2,0.22886850079521537,0.3650627890601754,1.5950765954762056
451,768,3072,1440,16,16,0,0.3218732732348144,0.4787810011766851,1.4874829350226997
452,768,3072,1440,20,20,0,0.3863086882047355,0.5989995440468192,1.55057228153606
453,768,3072,1440,24,24,0,0.45434263488277793,0.7114780507981777,1.5659504439457717
454,768,3072,1440,28,28,0,0.5452165398746729,0.8264298131689429,1.5157827261786878
455,768,3072,1440,32,32,0,0.6093597491271794,0.9414765518158674,1.5450258294289996
456,768,3072,1440,36,36,2,0.6704653287306428,1.0545835504308343,1.572912878921603
457,768,3072,1440,40,40,0,0.7604214921593666,1.168417660519481,1.5365395015355612
458,768,3072,1440,44,44,0,0.8244539611041546,1.2843715399503708,1.5578450714582885
459,768,3072,1440,48,48,0,0.8905579475685954,1.3950089644640686,1.5664437875971207
460,768,3072,1440,52,52,0,0.9763358999043703,1.5248822886496785,1.561841871019018
461,768,3072,1440,56,56,0,1.0460985591635108,1.6385480551980438,1.5663419482273946
462,768,3072,1440,60,60,0,1.1047843261621895,1.7637123772874475,1.5964313898390003
463,768,3072,1440,64,64,0,1.1926311673596501,1.8751234607771037,1.5722576368085481
464,768,3072,1440,68,68,0,1.2563630193471909,1.997717479243874,1.5900798164863947
465,768,3072,1440,72,72,0,1.3276030938141048,2.1014460176229477,1.5828872555468743
466,768,3072,1440,76,76,0,1.4132478297688067,2.2240792820230126,1.5737362090178124
467,768,3072,1440,80,80,0,1.4736196212470531,2.3546185670420527,1.5978469159154196
468,768,3072,1440,84,84,0,1.5387239144183698,2.48269054107368,1.6134736828420095
469,768,3072,1440,88,88,0,1.6233665612526238,2.5923143327236176,1.596875526820839
470,768,3072,1440,92,92,0,1.6898740245960653,2.710536988452077,1.6039876044014485
471,768,3072,1440,96,96,0,1.7597653763368726,2.817583279684186,1.601113033346108
472,768,3072,1440,100,100,0,1.8408993515186012,2.9091075714677572,1.5802643251886455
473,768,3072,1440,104,104,0,1.9001719751395285,3.0247992323711514,1.5918555119986137
474,768,3072,1440,108,108,0,1.9915503123775127,3.5178826516494155,1.7664041072855283
475,768,3072,1440,112,112,0,2.054260838776827,3.260776516981423,1.5873235060660529
476,768,3072,1440,116,116,0,2.1181605523452163,3.3858034433797,1.5984640256051206
477,768,3072,1440,120,120,0,2.1951792389154434,3.4967725723981857,1.5929325999483357
478,768,3072,1440,124,124,0,2.2743154503405094,3.608495187945664,1.5866291491821864
479,768,3072,1440,128,128,0,2.336772088892758,3.7087952019646764,1.5871445998492861
480,768,3072,1536,4,4,0,0.10313114081509411,0.14391606906428933,1.3954666643542648
481,768,3072,1536,8,8,0,0.16686176951043308,0.2669012099504471,1.5995348169537362
482,768,3072,1536,12,12,0,0.2341753044165671,0.3858787319622934,1.6478199224452201
483,768,3072,1536,16,16,0,0.32581175304949284,0.5152670559473336,1.5814870124377045
484,768,3072,1536,20,20,0,0.38874823274090886,0.6418316205963492,1.6510213205885214
485,768,3072,1536,24,24,0,0.4658854492008686,0.7602279633283615,1.6317916016316403
486,768,3072,1536,28,28,0,0.5524436510168016,0.8839643280953169,1.6000986281014073
487,768,3072,1536,32,32,2,0.6184718501754105,1.002260469831526,1.6205433918249728
488,768,3072,1536,36,36,0,0.6824386399239302,1.1229909071698785,1.6455558660849794
489,768,3072,1536,40,40,0,0.7659248122945428,1.249919265974313,1.6319085710643437
490,768,3072,1536,44,44,0,0.8332076901569963,1.3660198450088503,1.639471000023367
491,768,3072,1536,48,48,0,0.9125541290268302,1.4901888300664723,1.6329867814588113
492,768,3072,1536,52,52,0,0.9860093612223864,1.638897219672799,1.6621517848887433
493,768,3072,1536,56,56,0,1.054404289461672,1.7528845695778728,1.662440666352762
494,768,3072,1536,60,60,0,1.1260288744233546,1.8788020662032068,1.6685203273897848
495,768,3072,1536,64,64,0,1.2005408247932792,2.0028924802318215,1.6683251738454616
496,768,3072,1536,68,68,0,1.2640585913322866,2.1232287399470806,1.6796917124777024
497,768,3072,1536,72,72,0,1.3550907443277538,2.2524491883814335,1.6622128059024193
498,768,3072,1536,76,76,0,1.4175442350097,2.392483549192548,1.6877664132831638
499,768,3072,1536,80,80,0,1.4835237595252693,2.5181656889617443,1.6974218800294525
500,768,3072,1536,84,84,0,1.5569664351642132,2.659390987828374,1.7080592925870546
501,768,3072,1536,88,88,0,1.6310101212002337,2.773850471712649,1.700694824426606
502,768,3072,1536,92,92,0,1.7086945893242955,2.8682068595662713,1.678595389419771
503,768,3072,1536,96,96,0,1.79185496410355,2.9766793129965663,1.6612278184500129
504,768,3072,1536,100,100,0,1.8514666776172817,3.097916468977928,1.673222913719812
505,768,3072,1536,104,104,0,1.9171505840495229,3.227065051905811,1.6832611265670152
506,768,3072,1536,108,108,0,2.0007903687655926,3.340362571179867,1.6695215167597677
507,768,3072,1536,112,112,0,2.0635550003498793,3.498587040230632,1.6954173935937933
508,768,3072,1536,116,116,0,2.146540191024542,3.5963409626856446,1.6754128237259394
509,768,3072,1536,120,120,0,2.221210920251906,3.7205334613099694,1.6750023275088286
510,768,3072,1536,124,124,0,2.30475767981261,3.83333174046129,1.663225498297488
511,768,3072,1536,128,128,0,2.377653089351952,3.955894000828266,1.6637809857730237
512,768,3072,1632,4,4,0,0.10598348896019161,0.14705603127367795,1.3875371788233313
513,768,3072,1632,8,8,0,0.17247189255431294,0.2840731870383024,1.647069460601212
514,768,3072,1632,12,12,0,0.2693034070543945,0.4069075961597264,1.5109634171005433
515,768,3072,1632,16,16,0,0.3382561318576336,0.5444877757690847,1.6096907771601037
516,768,3072,1632,20,20,0,0.43911840626969934,0.6747935619205236,1.536700699141444
517,768,3072,1632,24,24,0,0.509009022731334,0.805401518009603,1.582293205114188
518,768,3072,1632,28,28,0,0.6098094349727035,0.9340938599780202,1.5317799404330839
519,768,3072,1632,32,32,0,0.6754590230993927,1.0685624391771853,1.581979665137952
520,768,3072,1632,36,36,0,0.742943836376071,1.1908629001118243,1.6028976105658423
521,768,3072,1632,40,40,0,0.8368655014783144,1.3208578270860016,1.5783394401522344
522,768,3072,1632,44,44,0,0.9034796804189682,1.4552183868363502,1.6106819205513572
523,768,3072,1632,48,48,0,1.001605938654393,1.5784904989413917,1.5759596044947717
524,768,3072,1632,52,52,0,1.0632214578799903,1.7264125472865999,1.6237563063568892
525,768,3072,1632,56,56,0,1.1613168334588408,1.8655180488713086,1.6063816480771143
526,768,3072,1632,60,60,0,1.2266272609122097,1.9928205851465464,1.6246341889259328
527,768,3072,1632,64,64,0,1.3176699308678508,2.1243713703006506,1.6122181439637817
528,768,3072,1632,68,68,0,1.3830141630023718,2.2659720899537206,1.6384301408993125
529,768,3072,1632,72,72,0,1.4700175216421485,2.393775531090796,1.628399318952826
530,768,3072,1632,76,76,0,1.543854740448296,2.5413397001102567,1.6461002667727123
531,768,3072,1632,80,80,0,1.6145762195810678,2.678772211074829,1.659117840698711
532,768,3072,1632,84,84,0,1.7175580910407007,2.797805513255298,1.6289437474339252
533,768,3072,1632,88,88,0,1.7769340286031365,2.91187624912709,1.638708135617247
534,768,3072,1632,92,92,0,1.8751904624514282,3.0307278782129288,1.6162240257188976
535,768,3072,1632,96,96,0,1.940402805339545,3.159866565838456,1.6284590792917975
536,768,3072,1632,100,100,0,2.0306373527273536,3.3230145974084735,1.6364392159660244
537,768,3072,1632,104,104,0,2.103118719533086,3.4418408712372184,1.6365414083715366
538,768,3072,1632,108,108,0,2.1820575511083007,3.5628996696323156,1.632816544101994
539,768,3072,1632,112,112,0,2.2487204102799296,3.692699591629207,1.6421337106863925
540,768,3072,1632,116,116,0,2.3144889436662197,3.808781811967492,1.645625407885625
541,768,3072,1632,120,120,0,2.4039158737286925,3.938971110619605,1.6385644579607945
542,768,3072,1632,124,124,0,2.464905441738665,4.070265027694404,1.6512864788936366
543,768,3072,1632,128,128,0,2.5625357311218977,4.197593592107296,1.6380624633357044
544,768,3072,1728,4,4,0,0.10657918639481068,0.15061022038571537,1.4131297627643418
545,768,3072,1728,8,8,0,0.20800051093101501,0.29682748299092054,1.4270517012785882
546,768,3072,1728,12,12,0,0.27461649430915713,0.43148968694731593,1.5712446116275685
547,768,3072,1728,16,16,0,0.37604681169614196,0.5740758939646184,1.5266075289277827
548,768,3072,1728,20,20,2,0.44826873019337654,0.7116558402776718,1.5875652088662842
549,768,3072,1728,24,24,0,0.5438495548442006,0.8488331781700253,1.5607867481167563
550,768,3072,1728,28,28,0,0.6204683589749038,0.9873324865475297,1.5912696792125456
551,768,3072,1728,32,32,0,0.7074921391904354,1.125368750654161,1.5906448825592476
552,768,3072,1728,36,36,0,0.7911780895665288,1.259075899142772,1.5913937907868445
553,768,3072,1728,40,40,0,0.8756633289158344,1.3965294789522886,1.5948246692953818
554,768,3072,1728,44,44,0,0.9741415176540613,1.5491650952026248,1.590287516882908
555,768,3072,1728,48,48,0,1.041330040898174,1.680787110235542,1.6140772322152732
556,768,3072,1728,52,52,0,1.1363081145100293,1.8302055029198525,1.610659538156188
557,768,3072,1728,56,56,0,1.2144519668072462,1.9698877749033272,1.6220384409949917
558,768,3072,1728,60,60,0,1.3026295416057108,2.1081304596737027,1.6183653082787268
559,768,3072,1728,64,64,0,1.3822477706708016,2.2562823398038745,1.6323284346545959
560,768,3072,1728,68,68,0,1.47847771178931,2.3924301471561193,1.618171263644353
561,768,3072,1728,72,72,0,1.5543153905309737,2.546750530600548,1.6385030645103154
562,768,3072,1728,76,76,0,1.6366717405617237,2.683330560103059,1.639504424498776
563,768,3072,1728,80,80,0,1.727171246893704,2.8233936429023743,1.6346923606910506
564,768,3072,1728,84,84,0,1.8058993387967348,2.9387835785746574,1.6273241345404998
565,768,3072,1728,88,88,0,1.8896905751898887,3.0660174693912268,1.622497095368713
566,768,3072,1728,92,92,0,1.9702625670470295,3.2060328498482704,1.6272109633861522
567,768,3072,1728,96,96,0,2.0798865612596273,3.365429611876607,1.6180832525012445
568,768,3072,1728,100,100,0,2.142329062335193,3.5012240475043654,1.6343073102354977
569,768,3072,1728,104,104,0,2.2466101218014956,3.621308831498027,1.6118990991610942
570,768,3072,1728,108,108,0,2.3295947210863233,3.760440112091601,1.614203568566662
571,768,3072,1728,112,112,0,2.4110236670821905,3.8911032816395164,1.6138801683139472
572,768,3072,1728,116,116,0,2.4993776623159647,4.032471077516675,1.6133900603801188
573,768,3072,1728,120,120,0,2.5783604569733143,4.167063157074153,1.6161678037700693
574,768,3072,1728,124,124,0,2.664567274041474,4.305125260725617,1.6156939637691459
575,768,3072,1728,128,128,0,2.7352841990068555,4.4428442139178514,1.6242715164775157
576,768,3072,1824,4,4,0,0.10817631497047842,0.16661334573291242,1.540201714010887
577,768,3072,1824,8,8,0,0.21203622175380588,0.32730165030807257,1.543611971581444
578,768,3072,1824,12,12,0,0.28493504226207733,0.45512387808412313,1.5972899453536138
579,768,3072,1824,16,16,2,0.38718584505841136,0.610033284407109,1.5755567828547004
580,768,3072,1824,20,20,0,0.49199210200458765,0.7528431806713343,1.5301936303528594
581,768,3072,1824,24,24,0,0.5740153365768492,0.8958607306703925,1.5606912805028417
582,768,3072,1824,28,28,0,0.6670320597477257,1.046474277973175,1.5688515457097456
583,768,3072,1824,32,32,0,0.7607352500781417,1.1864870018325746,1.5596582407752242
584,768,3072,1824,36,36,0,0.8444243529811502,1.329819846432656,1.5748241292874476
585,768,3072,1824,40,40,0,0.935372612439096,1.4775585778988898,1.5796470393183515
586,768,3072,1824,44,44,0,1.0315702948719263,1.631514325272292,1.5815832749186047
587,768,3072,1824,48,48,0,1.1180813703686,1.7854511574842036,1.5968883882714107
588,768,3072,1824,52,52,0,1.2104734755121171,1.9421548047102986,1.6044587874084788
589,768,3072,1824,56,56,0,1.3132717995904386,2.070541582070291,1.5766283740471831
590,768,3072,1824,60,60,0,1.3896312145516276,2.2401903895661235,1.6120754672950648
591,768,3072,1824,64,64,0,1.4758880343288183,2.384243831038475,1.6154638939956882
592,768,3072,1824,68,68,0,1.584594703745097,2.532328153029084,1.5980920212872571
593,768,3072,1824,72,72,0,1.6658687428571284,2.682920591905713,1.610523400123494
594,768,3072,1824,76,76,0,1.746964626945555,2.827859241515398,1.618727247190867
595,768,3072,1824,80,80,0,1.851379603613168,2.9478794801980257,1.592260968223329
596,768,3072,1824,84,84,0,1.9403344905003905,3.0964400758966804,1.5958279827815374
597,768,3072,1824,88,88,0,2.0180309610441327,3.265202329494059,1.6180139911256057
598,768,3072,1824,92,92,0,2.118569170124829,3.418492889031768,1.613585686621856
599,768,3072,1824,96,96,0,2.2069011302664876,3.5384193109348416,1.6033429238887429
600,768,3072,1824,100,100,0,2.289833608083427,3.671703701838851,1.6034805711983755
601,768,3072,1824,104,104,0,2.38485517911613,3.824379313737154,1.6036107128125647
602,768,3072,1824,108,108,0,2.4927881406620145,3.960229498334229,1.588674718775942
603,768,3072,1824,112,112,0,2.5777802569791675,4.112410061061382,1.5953299548816495
604,768,3072,1824,116,116,0,2.651771060191095,4.254021877422929,1.604219135386586
605,768,3072,1824,120,120,0,2.7641832688823342,4.397221589460969,1.5907851114513603
606,768,3072,1824,124,124,0,2.851997190155089,4.541502632200718,1.592393796136158
607,768,3072,1824,128,128,0,2.950314818881452,4.690020149573684,1.5896676922606527
608,768,3072,1920,4,4,2,0.10954348556697367,0.17124467249959704,1.5632574736258502
609,768,3072,1920,8,8,0,0.21388704096898437,0.34536570496857166,1.614710752946706
610,768,3072,1920,12,12,0,0.29051406076177955,0.47925150766968727,1.649667167272402
611,768,3072,1920,16,16,0,0.39078687177971005,0.6400795001536608,1.6379247778683803
612,768,3072,1920,20,20,2,0.4933946221135556,0.7875317800790071,1.596149906753048
613,768,3072,1920,24,24,0,0.5785057870671153,0.9399566566571593,1.6248007844874164
614,768,3072,1920,28,28,0,0.6739877667278051,1.0950200888328254,1.6246883740177098
615,768,3072,1920,32,32,0,0.762353278696537,1.247454441618174,1.6363206881605568
616,768,3072,1920,36,36,0,0.855511692352593,1.3951993989758193,1.6308361550724404
617,768,3072,1920,40,40,0,0.9463973389938474,1.5644451254047453,1.6530531743336991
618,768,3072,1920,44,44,2,1.034439520444721,1.7122993897646668,1.6552919295161148
619,768,3072,1920,48,48,2,1.1333172814920545,1.8748335144482555,1.6542882960188936
620,768,3072,1920,52,52,0,1.2161110993474722,2.0263882679864764,1.6662854808855654
621,768,3072,1920,56,56,0,1.3142506056465209,2.194444821216166,1.6697308806920048
622,768,3072,1920,60,60,0,1.4021432283334436,2.35046261921525,1.6763356066048674
623,768,3072,1920,64,64,0,1.4856590214185417,2.5342310033738613,1.7057958568138458
624,768,3072,1920,68,68,0,1.5867312159389257,2.6835224591195583,1.691226864489221
625,768,3072,1920,72,72,0,1.6836979752406478,2.8235774813219905,1.677009489138586
626,768,3072,1920,76,76,0,1.7514676041901112,2.9645416513085365,1.6926043303434994
627,768,3072,1920,80,80,0,1.854856035206467,3.1029013311490417,1.6728529180991953
628,768,3072,1920,84,84,0,1.9504623860120773,3.248247290030122,1.665372946089722
629,768,3072,1920,88,88,0,2.0432012900710106,3.4489480406045914,1.6880118749752375
630,768,3072,1920,92,92,0,2.127247331663966,3.583633559755981,1.6846341778944935
631,768,3072,1920,96,96,0,2.219254351221025,3.7290066899731755,1.680297117778091
632,768,3072,1920,100,100,0,2.314428477548063,3.86497441213578,1.669947656464367
633,768,3072,1920,104,104,0,2.383201653137803,4.019266003742814,1.6864984960256777
634,768,3072,1920,108,108,0,2.514226441271603,4.166449173353612,1.6571495331368706
635,768,3072,1920,112,112,0,2.5833479408174753,4.321808218955994,1.6729485605366807
636,768,3072,1920,116,116,0,2.6871851086616516,4.475288391113281,1.6654187226209332
637,768,3072,1920,120,120,0,2.7687406027689576,4.626372777856886,1.6709303765149222
638,768,3072,1920,124,124,0,2.8717275988310575,4.780256021767855,1.664592429906537
639,768,3072,1920,128,128,0,2.944664661772549,4.931628056801856,1.674767290423232
640,768,3072,2016,4,4,0,0.11251227883622049,0.17546100541949272,1.5594831713870458
641,768,3072,2016,8,8,0,0.2195428740233183,0.35420411406084895,1.6133710357787694
642,768,3072,2016,12,12,0,0.32297464460134506,0.49939105985686183,1.5462237305757285
643,768,3072,2016,16,16,0,0.4337485060095787,0.6660697795450687,1.5356128501117179
644,768,3072,2016,20,20,2,0.5139978108927608,0.8275068504735827,1.6099423634437067
645,768,3072,2016,24,24,0,0.6168112279847264,0.9865005919709803,1.5993557626927766
646,768,3072,2016,28,28,0,0.7105054473504424,1.1463768687099218,1.6134666848577934
647,768,3072,2016,32,32,0,0.8230080595239997,1.3039576215669513,1.5843801363514187
648,768,3072,2016,36,36,0,0.9005325194448233,1.4633423392660916,1.6249744541909932
649,768,3072,2016,40,40,0,1.0059137037023902,1.637115173507482,1.6274906758719725
650,768,3072,2016,44,44,0,1.0993754002265634,1.8102926877327266,1.6466556258759788
651,768,3072,2016,48,48,0,1.203278594184667,1.971534269396216,1.638468662971698
652,768,3072,2016,52,52,0,1.3116220221854744,2.1293869893997908,1.6234760879142036
653,768,3072,2016,56,56,0,1.3958034850656986,2.300734450109303,1.6483226146988812
654,768,3072,2016,60,60,0,1.4946578815579417,2.482411991804838,1.6608563219947838
655,768,3072,2016,64,64,0,1.5994938067160547,2.633577538654208,1.6465068683580881
656,768,3072,2016,68,68,0,1.6995486780069768,2.7806534618139267,1.6361128679613564
657,768,3072,2016,72,72,0,1.8005410046316683,2.9377688793465495,1.6316034301854294
658,768,3072,2016,76,76,0,1.8770050792954862,3.0940308794379234,1.6483870574283341
659,768,3072,2016,80,80,0,1.986657818779349,3.2489985413849354,1.6354092338766215
660,768,3072,2016,84,84,0,2.0891594514250755,3.4225605381652713,1.6382476387001694
