dev,name,batch_size,speedup,abs_latency
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.996184,246.985594
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",2.492126,2.772618
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.821182,6.215125
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.770641,18.450631
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.921430,3.959322
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.865455,20.830402
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.743907,71.582921
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.575658,13.181099
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.907810,79.945275
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.737886,283.651086
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",2.413992,2.991224
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.803099,6.319028
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.946269,16.869870
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.736187,4.521939
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.825155,21.388945
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",2.007735,62.275677
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.360479,15.363457
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.887441,80.903061
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",2.039748,241.793035
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",2.417889,2.944247
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.669425,6.800672
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.936204,16.893535
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.389929,5.605917
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.661113,23.405114
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.977267,63.137461
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.064845,19.536747
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.687608,90.373868
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.995857,246.982866
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",4.027014,1.716572
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.895059,6.027565
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.771081,18.531131
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",2.008113,3.745972
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.844187,21.118907
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.702337,73.519065
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.541493,13.609421
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.857854,82.227593
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.705485,289.175295
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",3.684902,1.963461
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.618944,7.053991
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.602723,20.564968
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",2.051509,3.826995
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.819715,21.473183
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.698465,73.636658
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.522688,13.749807
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.853295,82.395327
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.703506,289.422741
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",2.344684,3.103998
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.530835,7.392913
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.563796,20.996555
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.870895,4.215323
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.797241,21.673291
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.696483,73.676636
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.494386,13.930953
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.851264,82.431464
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.703371,289.470780
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",2.226384,3.149409
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.138003,9.940069
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.159491,28.255531
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.373877,5.588895
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.209252,32.127559
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.242782,100.355303
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.100383,18.830726
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.536004,99.287986
cuda,BERT_pytorch,"[(2, 256), (2, 1024), (2, 2048), (8, 256), (8, 1024), (8, 2048), (32, 256), (32, 1024), (32, 2048)]",1.692077,291.204741
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.329432,3.014990
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.528186,21.391640
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.501657,13.776232
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.700083,289.854079
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.039826,3.565013
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.100678,30.107054
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",0.948408,22.316873
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.686016,292.335367
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.262443,3.054555
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.224852,26.706481
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.529470,13.540042
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.623991,303.502532
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.074456,3.446984
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.339648,24.536322
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.187761,17.548792
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.812234,272.032229
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.199665,3.296886
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.526970,21.501809
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.491769,13.909238
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.702061,289.560301
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.328614,3.085336
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.524407,21.520536
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.462172,14.293399
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.702155,289.428766
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.331635,3.092311
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.525625,21.494212
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.487699,13.944782
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.702952,289.386711
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.349530,3.064178
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.528133,21.444186
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.492120,13.906678
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.702045,289.520350
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.367704,3.001551
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.349965,3.014640
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.355111,3.065577
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.364086,2.996197
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",3.465110,2.070628
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.390138,3.024840
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.222774,3.308844
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.249621,3.238092
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.204541,3.175689
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.394272,2.977144
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.279670,3.109264
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.377424,2.917253
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.284720,3.258582
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.232843,3.289644
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.074692,3.611490
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.341280,3.065533
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.258061,3.272662
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.357939,3.108148
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.263155,3.272004
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.289622,3.121898
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.170660,3.266637
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.322589,3.020324
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.065520,3.544674
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.159423,3.434516
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.090184,3.356614
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.292131,3.031174
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.071458,3.331269
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.199108,3.240997
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.072586,3.351805
cuda,BERT_pytorch,0,0.000000,0.000000
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.199194,3.226480
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.898325,3.844175
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.065654,3.600121
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.013462,3.546750
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.070500,3.384088
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.598517,4.570823
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.941808,3.667373
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.906850,3.677088
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",2.020376,3.713097
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.624225,4.294262
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.938332,3.772597
cuda,BERT_pytorch,"[(2, 256), (2, 2048), (32, 256), (32, 2048)]",1.898574,3.693546
